year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,KHM,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,KHM,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,KHM,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,KHM,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,KHM,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,KHM,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,KHM,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,KNA,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,KNA,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,KNA,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,KNA,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,KNA,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,KNA,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,KNA,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,KNA,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,KOR,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,KOR,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,KOR,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,KOR,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,KOR,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,KOR,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,KOR,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,KOR,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,KOR,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,KWT,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,KWT,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,LBN,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,LBN,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,LBN,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,LBN,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,LBN,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,LBN,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,LBN,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,LBN,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,LBN,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,LBR,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,LBR,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,LBR,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,LBR,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,LBR,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,LBR,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,LBR,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,LBR,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,LBR,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,LCA,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,LCA,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,LCA,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,LCA,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,LCA,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,LCA,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,LCA,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,LCA,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,LKA,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,LKA,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,LKA,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,LKA,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,LKA,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,LKA,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,LKA,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,LKA,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,LKA,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,LTU,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,LTU,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,LTU,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,LTU,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,LUX,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,LUX,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,LUX,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,LUX,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,LVA,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,LVA,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,LVA,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,LVA,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,MAR,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,MAR,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,MAR,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,MAR,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,MAR,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,MAR,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,MAR,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MAR,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,MAR,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,MDA,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,MDA,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,MDA,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,MDA,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,MDA,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,MDA,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,MDA,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MDA,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,MDA,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,MDG,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,MDG,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,MDG,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,MDG,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,MDG,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,MDG,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,MDG,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MDG,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,MDG,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,MEX,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,MEX,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,MEX,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,MEX,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,MEX,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,MEX,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,MEX,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MEX,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,MEX,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,MKD,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,MKD,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,MKD,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,MKD,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,MKD,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,MKD,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,MKD,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MKD,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,MKD,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,MLI,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,MLI,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,MLI,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,MLI,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MLI,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,MLI,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,MLT,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,MLT,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MLT,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,MLT,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,MMR,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,MMR,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,MMR,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,MMR,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,MMR,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,MMR,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,MMR,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MMR,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,MMR,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MNE,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,MNE,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,MNG,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,MNG,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,MNG,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,MNG,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,MNG,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,MNG,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,MNG,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MNG,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,MNG,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,MOZ,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,MOZ,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,MOZ,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,MOZ,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MOZ,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,MOZ,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,MRT,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,MRT,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,MRT,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,MRT,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MRT,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,MRT,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,MUS,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,MUS,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,MUS,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,MUS,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MUS,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,MUS,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,MWI,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,MWI,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,MWI,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,MWI,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,MWI,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,MWI,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,MWI,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MWI,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,MWI,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,MYS,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,MYS,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,MYS,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,MYS,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,MYS,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,MYS,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,MYS,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MYS,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,MYS,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,NAM,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,NAM,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,NAM,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,NAM,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,NAM,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,NAM,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,NER,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,NER,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,NER,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,NER,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,NER,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,NER,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,NGA,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,NGA,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,NGA,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,NGA,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,NGA,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,NGA,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,NGA,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,NGA,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,NGA,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,NIC,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,NIC,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,NIC,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,NIC,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,NIC,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,NIC,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,NIC,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,NIC,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,NIC,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,NLD,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,NLD,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,NLD,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,NLD,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,NLD,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,NLD,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,NLD,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,NLD,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,NLD,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,NOR,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,NOR,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,NOR,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,NOR,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,NOR,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,NOR,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,NOR,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,NOR,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,NOR,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,NPL,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,NPL,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,NPL,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,NPL,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,NPL,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,NPL,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,NPL,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,NPL,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,NPL,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,NZL,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,NZL,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,NZL,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,NZL,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,NZL,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,NZL,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,NZL,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,NZL,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,NZL,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,PAK,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,PAK,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,PAK,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,PAK,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,PAK,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,PAK,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,PAK,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,PAK,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,PAK,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,PAN,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,PAN,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,PAN,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,PAN,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,PAN,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,PAN,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,PAN,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,PAN,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,PAN,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,PER,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,PER,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,PER,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,PER,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,PER,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,PER,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,PER,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,PER,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,PER,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,PHL,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,PHL,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,PHL,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,PHL,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,PHL,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,PHL,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,PHL,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,PHL,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,PHL,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,POL,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,POL,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,POL,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,POL,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,POL,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,POL,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,POL,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,POL,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,POL,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,PRT,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
