year,geo,disagg_type,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2014,THA,Total,Rural poor (High risk),0.027,,,,
2015,THA,Total,Rural poor (High risk),0.041,,,,
2016,THA,Total,Rural poor (High risk),0.023,,,,
2017,THA,Total,Rural poor (High risk),0.018,,,,
2018,THA,Total,Rural poor (High risk),0.018,,,,
2019,THA,Total,Rural poor (High risk),0.013,,,,
2020,THA,Total,Rural poor (High risk),0.044,,,,
2021,THA,Total,Rural poor (High risk),0.043,,,,
2022,THA,Total,Rural poor (High risk),0.043,,,,
2023,THA,Total,Rural poor (High risk),0.043,,,,
2024,THA,Total,Rural poor (High risk),1,,,,
2013,THA,Total,Urban poor (High risk),2.5,,,,
2014,THA,Total,Urban poor (High risk),2.4,,,,
2015,THA,Total,Urban poor (High risk),2.3,,,,
2016,THA,Total,Urban poor (High risk),2.2,,,,
2017,THA,Total,Urban poor (High risk),2.1,,,,
2018,THA,Total,Urban poor (High risk),2.1,,,,
2019,THA,Total,Urban poor (High risk),2,,,,
2020,THA,Total,Urban poor (High risk),1.9,,,,
2021,THA,Total,Urban poor (High risk),1.8,,,,
2022,THA,Total,Urban poor (High risk),1.7,,,,
2023,THA,Total,Urban poor (High risk),1.6,,,,
2024,THA,Total,Urban poor (High risk),2.4,,,,
2013,TKM,Total,Lower-middle income (Medium risk),0.73,,,,
2014,TKM,Total,Lower-middle income (Medium risk),0.71,,,,
2015,TKM,Total,Lower-middle income (Medium risk),0.69,,,,
2016,TKM,Total,Lower-middle income (Medium risk),0.68,,,,
2017,TKM,Total,Lower-middle income (Medium risk),0.67,,,,
2018,TKM,Total,Lower-middle income (Medium risk),0.66,,,,
2019,TKM,Total,Lower-middle income (Medium risk),0.65,,,,
2020,TKM,Total,Lower-middle income (Medium risk),0.63,,,,
2021,TKM,Total,Lower-middle income (Medium risk),0.69,,,,
2022,TKM,Total,Lower-middle income (Medium risk),0.69,,,,
2023,TKM,Total,Lower-middle income (Medium risk),0.69,,,,
2024,TKM,Total,Lower-middle income (Medium risk),0.066,,,,
2013,TKM,Total,Medium-income (Low risk),0.23,,,,
2014,TKM,Total,Medium-income (Low risk),0.26,,,,
2015,TKM,Total,Medium-income (Low risk),0.29,,,,
2016,TKM,Total,Medium-income (Low risk),0.31,,,,
2017,TKM,Total,Medium-income (Low risk),0.33,,,,
2018,TKM,Total,Medium-income (Low risk),0.35,,,,
2019,TKM,Total,Medium-income (Low risk),0.36,,,,
2020,TKM,Total,Medium-income (Low risk),0.39,,,,
2021,TKM,Total,Medium-income (Low risk),0.38,,,,
2022,TKM,Total,Medium-income (Low risk),0.38,,,,
2023,TKM,Total,Medium-income (Low risk),0.38,,,,
2024,TKM,Total,Medium-income (Low risk),0.099,,,,
2013,TKM,Total,Rural poor (High risk),0.031,,,,
2014,TKM,Total,Rural poor (High risk),0.024,,,,
2015,TKM,Total,Rural poor (High risk),0.021,,,,
2016,TKM,Total,Rural poor (High risk),0.017,,,,
2017,TKM,Total,Rural poor (High risk),0.015,,,,
2018,TKM,Total,Rural poor (High risk),0.014,,,,
2019,TKM,Total,Rural poor (High risk),0.013,,,,
2020,TKM,Total,Rural poor (High risk),0.0093,,,,
2021,TKM,Total,Rural poor (High risk),0.014,,,,
2022,TKM,Total,Rural poor (High risk),0.014,,,,
2023,TKM,Total,Rural poor (High risk),0.014,,,,
2024,TKM,Total,Rural poor (High risk),5.5,,,,
2013,TKM,Total,Urban poor (High risk),0.06,,,,
2014,TKM,Total,Urban poor (High risk),0.055,,,,
2015,TKM,Total,Urban poor (High risk),0.054,,,,
2016,TKM,Total,Urban poor (High risk),0.052,,,,
2017,TKM,Total,Urban poor (High risk),0.05,,,,
2018,TKM,Total,Urban poor (High risk),0.05,,,,
2019,TKM,Total,Urban poor (High risk),0.05,,,,
2020,TKM,Total,Urban poor (High risk),0.049,,,,
2021,TKM,Total,Urban poor (High risk),0.053,,,,
2022,TKM,Total,Urban poor (High risk),0.053,,,,
2023,TKM,Total,Urban poor (High risk),0.053,,,,
2024,TKM,Total,Urban poor (High risk),0.56,,,,
2013,TLS,Total,Lower-middle income (Medium risk),0.57,,,,
2014,TLS,Total,Lower-middle income (Medium risk),0.67,,,,
2015,TLS,Total,Lower-middle income (Medium risk),0.75,,,,
2016,TLS,Total,Lower-middle income (Medium risk),0.74,,,,
2017,TLS,Total,Lower-middle income (Medium risk),0.79,,,,
2018,TLS,Total,Lower-middle income (Medium risk),0.82,,,,
2019,TLS,Total,Lower-middle income (Medium risk),0.84,,,,
2020,TLS,Total,Lower-middle income (Medium risk),0.87,,,,
2021,TLS,Total,Lower-middle income (Medium risk),0.79,,,,
2022,TLS,Total,Lower-middle income (Medium risk),0.84,,,,
2023,TLS,Total,Lower-middle income (Medium risk),0.91,,,,
2024,TLS,Total,Lower-middle income (Medium risk),7.5,,,,
2013,TLS,Total,Medium-income (Low risk),0.0091,,,,
2014,TLS,Total,Medium-income (Low risk),0.013,,,,
2015,TLS,Total,Medium-income (Low risk),0.017,,,,
2016,TLS,Total,Medium-income (Low risk),0.015,,,,
2017,TLS,Total,Medium-income (Low risk),0.018,,,,
2018,TLS,Total,Medium-income (Low risk),0.019,,,,
2019,TLS,Total,Medium-income (Low risk),0.019,,,,
2020,TLS,Total,Medium-income (Low risk),0.021,,,,
2021,TLS,Total,Medium-income (Low risk),0.019,,,,
2022,TLS,Total,Medium-income (Low risk),0.017,,,,
2023,TLS,Total,Medium-income (Low risk),0.018,,,,
2024,TLS,Total,Medium-income (Low risk),51,,,,
2013,TLS,Total,Rural poor (High risk),0.33,,,,
2014,TLS,Total,Rural poor (High risk),0.27,,,,
2015,TLS,Total,Rural poor (High risk),0.23,,,,
2016,TLS,Total,Rural poor (High risk),0.26,,,,
2017,TLS,Total,Rural poor (High risk),0.23,,,,
2018,TLS,Total,Rural poor (High risk),0.22,,,,
2019,TLS,Total,Rural poor (High risk),0.22,,,,
2020,TLS,Total,Rural poor (High risk),0.21,,,,
2021,TLS,Total,Rural poor (High risk),0.29,,,,
2022,TLS,Total,Rural poor (High risk),0.27,,,,
2023,TLS,Total,Rural poor (High risk),0.22,,,,
2024,TLS,Total,Rural poor (High risk),4.8,,,,
2013,TLS,Total,Urban poor (High risk),0.23,,,,
2014,TLS,Total,Urban poor (High risk),0.21,,,,
2015,TLS,Total,Urban poor (High risk),0.19,,,,
2016,TLS,Total,Urban poor (High risk),0.2,,,,
2017,TLS,Total,Urban poor (High risk),0.18,,,,
2018,TLS,Total,Urban poor (High risk),0.18,,,,
2019,TLS,Total,Urban poor (High risk),0.18,,,,
2020,TLS,Total,Urban poor (High risk),0.18,,,,
2021,TLS,Total,Urban poor (High risk),0.21,,,,
2022,TLS,Total,Urban poor (High risk),0.2,,,,
2023,TLS,Total,Urban poor (High risk),0.18,,,,
2024,TLS,Total,Urban poor (High risk),4.6,,,,
2013,TUR,Total,Lower-middle income (Medium risk),1.7,,,,
2014,TUR,Total,Lower-middle income (Medium risk),1.6,,,,
2015,TUR,Total,Lower-middle income (Medium risk),1.6,,,,
2016,TUR,Total,Lower-middle income (Medium risk),1.7,,,,
2017,TUR,Total,Lower-middle income (Medium risk),1.6,,,,
2018,TUR,Total,Lower-middle income (Medium risk),1.4,,,,
2019,TUR,Total,Lower-middle income (Medium risk),1.4,,,,
2020,TUR,Total,Lower-middle income (Medium risk),1.5,,,,
2021,TUR,Total,Lower-middle income (Medium risk),1.4,,,,
2022,TUR,Total,Lower-middle income (Medium risk),1.4,,,,
2023,TUR,Total,Lower-middle income (Medium risk),1.4,,,,
2024,TUR,Total,Lower-middle income (Medium risk),0.31,,,,
2013,TUR,Total,Medium-income (Low risk),3,,,,
2014,TUR,Total,Medium-income (Low risk),3,,,,
2015,TUR,Total,Medium-income (Low risk),3.1,,,,
2016,TUR,Total,Medium-income (Low risk),3.1,,,,
2017,TUR,Total,Medium-income (Low risk),3.1,,,,
2018,TUR,Total,Medium-income (Low risk),3.2,,,,
2019,TUR,Total,Medium-income (Low risk),3.3,,,,
2020,TUR,Total,Medium-income (Low risk),3.2,,,,
2021,TUR,Total,Medium-income (Low risk),3.1,,,,
2022,TUR,Total,Medium-income (Low risk),3.2,,,,
2023,TUR,Total,Medium-income (Low risk),3.3,,,,
2024,TUR,Total,Medium-income (Low risk),37,,,,
2013,TUR,Total,Rural poor (High risk),0.0033,,,,
2014,TUR,Total,Rural poor (High risk),0.011,,,,
2015,TUR,Total,Rural poor (High risk),0.0074,,,,
2016,TUR,Total,Rural poor (High risk),0.0078,,,,
2017,TUR,Total,Rural poor (High risk),0.0075,,,,
2018,TUR,Total,Rural poor (High risk),0.0051,,,,
2019,TUR,Total,Rural poor (High risk),0.0015,,,,
2020,TUR,Total,Rural poor (High risk),0.014,,,,
2021,TUR,Total,Rural poor (High risk),0.013,,,,
2022,TUR,Total,Rural poor (High risk),0.013,,,,
2023,TUR,Total,Rural poor (High risk),0.013,,,,
2024,TUR,Total,Rural poor (High risk),2.3,,,,
2013,TUR,Total,Urban poor (High risk),0.64,,,,
2014,TUR,Total,Urban poor (High risk),0.64,,,,
2015,TUR,Total,Urban poor (High risk),0.62,,,,
2016,TUR,Total,Urban poor (High risk),0.63,,,,
2017,TUR,Total,Urban poor (High risk),0.63,,,,
2018,TUR,Total,Urban poor (High risk),0.64,,,,
2019,TUR,Total,Urban poor (High risk),0.64,,,,
2020,TUR,Total,Urban poor (High risk),0.68,,,,
2021,TUR,Total,Urban poor (High risk),0.67,,,,
2022,TUR,Total,Urban poor (High risk),0.69,,,,
2023,TUR,Total,Urban poor (High risk),0.7,,,,
2024,TUR,Total,Urban poor (High risk),1.8,,,,
2013,UGA,Total,Lower-middle income (Medium risk),15,,,,
2014,UGA,Total,Lower-middle income (Medium risk),15,,,,
2015,UGA,Total,Lower-middle income (Medium risk),15,,,,
2016,UGA,Total,Lower-middle income (Medium risk),15,,,,
2017,UGA,Total,Lower-middle income (Medium risk),15,,,,
2018,UGA,Total,Lower-middle income (Medium risk),16,,,,
2019,UGA,Total,Lower-middle income (Medium risk),17,,,,
2020,UGA,Total,Lower-middle income (Medium risk),18,,,,
2021,UGA,Total,Lower-middle income (Medium risk),18,,,,
2022,UGA,Total,Lower-middle income (Medium risk),18,,,,
2023,UGA,Total,Lower-middle income (Medium risk),20,,,,
2024,UGA,Total,Lower-middle income (Medium risk),0.12,,,,
2013,UGA,Total,Medium-income (Low risk),1.3,,,,
2014,UGA,Total,Medium-income (Low risk),1.4,,,,
2015,UGA,Total,Medium-income (Low risk),1.4,,,,
2016,UGA,Total,Medium-income (Low risk),1.4,,,,
2017,UGA,Total,Medium-income (Low risk),1.4,,,,
2018,UGA,Total,Medium-income (Low risk),1.4,,,,
2019,UGA,Total,Medium-income (Low risk),1.4,,,,
2020,UGA,Total,Medium-income (Low risk),1.3,,,,
2021,UGA,Total,Medium-income (Low risk),1.1,,,,
2022,UGA,Total,Medium-income (Low risk),1.9,,,,
2023,UGA,Total,Medium-income (Low risk),1.6,,,,
2024,UGA,Total,Medium-income (Low risk),470,,,,
2013,UGA,Total,Rural poor (High risk),11,,,,
2014,UGA,Total,Rural poor (High risk),11,,,,
2015,UGA,Total,Rural poor (High risk),12,,,,
2016,UGA,Total,Rural poor (High risk),13,,,,
2017,UGA,Total,Rural poor (High risk),14,,,,
2018,UGA,Total,Rural poor (High risk),14,,,,
2019,UGA,Total,Rural poor (High risk),14,,,,
2020,UGA,Total,Rural poor (High risk),15,,,,
2021,UGA,Total,Rural poor (High risk),15,,,,
2022,UGA,Total,Rural poor (High risk),15,,,,
2023,UGA,Total,Rural poor (High risk),15,,,,
2024,UGA,Total,Rural poor (High risk),1,,,,
2013,UGA,Total,Urban poor (High risk),6.6,,,,
2014,UGA,Total,Urban poor (High risk),6.9,,,,
2015,UGA,Total,Urban poor (High risk),7.4,,,,
2016,UGA,Total,Urban poor (High risk),7.8,,,,
2017,UGA,Total,Urban poor (High risk),8.2,,,,
2018,UGA,Total,Urban poor (High risk),8.5,,,,
2019,UGA,Total,Urban poor (High risk),8.6,,,,
2020,UGA,Total,Urban poor (High risk),9,,,,
2021,UGA,Total,Urban poor (High risk),9.5,,,,
2022,UGA,Total,Urban poor (High risk),9.8,,,,
2023,UGA,Total,Urban poor (High risk),10,,,,
2024,UGA,Total,Urban poor (High risk),2.4,,,,
2013,UZB,Total,Lower-middle income (Medium risk),0.55,,,,
2014,UZB,Total,Lower-middle income (Medium risk),0.66,,,,
2015,UZB,Total,Lower-middle income (Medium risk),0.76,,,,
2016,UZB,Total,Lower-middle income (Medium risk),0.88,,,,
2017,UZB,Total,Lower-middle income (Medium risk),0.97,,,,
2018,UZB,Total,Lower-middle income (Medium risk),1,,,,
2019,UZB,Total,Lower-middle income (Medium risk),1.1,,,,
2020,UZB,Total,Lower-middle income (Medium risk),1.2,,,,
2021,UZB,Total,Lower-middle income (Medium risk),1.2,,,,
2022,UZB,Total,Lower-middle income (Medium risk),1.3,,,,
2023,UZB,Total,Lower-middle income (Medium risk),1.3,,,,
2024,UZB,Total,Lower-middle income (Medium risk),0.21,,,,
2013,UZB,Total,Medium-income (Low risk),0.031,,,,
2014,UZB,Total,Medium-income (Low risk),0.039,,,,
2015,UZB,Total,Medium-income (Low risk),0.044,,,,
2016,UZB,Total,Medium-income (Low risk),0.053,,,,
2017,UZB,Total,Medium-income (Low risk),0.059,,,,
2018,UZB,Total,Medium-income (Low risk),0.064,,,,
2019,UZB,Total,Medium-income (Low risk),0.071,,,,
2020,UZB,Total,Medium-income (Low risk),0.077,,,,
2021,UZB,Total,Medium-income (Low risk),0.078,,,,
2022,UZB,Total,Medium-income (Low risk),0.079,,,,
2023,UZB,Total,Medium-income (Low risk),0.081,,,,
2024,UZB,Total,Medium-income (Low risk),0.17,,,,
2013,UZB,Total,Rural poor (High risk),0.68,,,,
2014,UZB,Total,Rural poor (High risk),0.65,,,,
2015,UZB,Total,Rural poor (High risk),0.61,,,,
2016,UZB,Total,Rural poor (High risk),0.56,,,,
2017,UZB,Total,Rural poor (High risk),0.53,,,,
2018,UZB,Total,Rural poor (High risk),0.52,,,,
2019,UZB,Total,Rural poor (High risk),0.49,,,,
2020,UZB,Total,Rural poor (High risk),0.46,,,,
2021,UZB,Total,Rural poor (High risk),0.46,,,,
2022,UZB,Total,Rural poor (High risk),0.47,,,,
2023,UZB,Total,Rural poor (High risk),0.48,,,,
2024,UZB,Total,Rural poor (High risk),70,,,,
2013,UZB,Total,Urban poor (High risk),0.95,,,,
2014,UZB,Total,Urban poor (High risk),0.92,,,,
2015,UZB,Total,Urban poor (High risk),0.9,,,,
2016,UZB,Total,Urban poor (High risk),0.88,,,,
2017,UZB,Total,Urban poor (High risk),0.86,,,,
2018,UZB,Total,Urban poor (High risk),0.86,,,,
2019,UZB,Total,Urban poor (High risk),0.84,,,,
2020,UZB,Total,Urban poor (High risk),0.83,,,,
2021,UZB,Total,Urban poor (High risk),0.84,,,,
2022,UZB,Total,Urban poor (High risk),0.85,,,,
2023,UZB,Total,Urban poor (High risk),0.87,,,,
2024,UZB,Total,Urban poor (High risk),0.12,,,,
2013,VEN,Total,Lower-middle income (Medium risk),0.86,,,,
2014,VEN,Total,Lower-middle income (Medium risk),0.87,,,,
2015,VEN,Total,Lower-middle income (Medium risk),0.99,,,,
2016,VEN,Total,Lower-middle income (Medium risk),0.99,,,,
2017,VEN,Total,Lower-middle income (Medium risk),0.99,,,,
2018,VEN,Total,Lower-middle income (Medium risk),0.96,,,,
2019,VEN,Total,Lower-middle income (Medium risk),0.93,,,,
2020,VEN,Total,Lower-middle income (Medium risk),0.92,,,,
2021,VEN,Total,Lower-middle income (Medium risk),0.91,,,,
2022,VEN,Total,Lower-middle income (Medium risk),0.91,,,,
2023,VEN,Total,Lower-middle income (Medium risk),0.91,,,,
2024,VEN,Total,Lower-middle income (Medium risk),0.79,,,,
2013,VEN,Total,Medium-income (Low risk),1.4,,,,
2014,VEN,Total,Medium-income (Low risk),1.4,,,,
2015,VEN,Total,Medium-income (Low risk),1.4,,,,
2016,VEN,Total,Medium-income (Low risk),1.4,,,,
2017,VEN,Total,Medium-income (Low risk),1.4,,,,
2018,VEN,Total,Medium-income (Low risk),1.3,,,,
2019,VEN,Total,Medium-income (Low risk),1.3,,,,
2020,VEN,Total,Medium-income (Low risk),1.3,,,,
2021,VEN,Total,Medium-income (Low risk),1.3,,,,
2022,VEN,Total,Medium-income (Low risk),1.3,,,,
2023,VEN,Total,Medium-income (Low risk),1.3,,,,
2024,VEN,Total,Medium-income (Low risk),19,,,,
2013,VEN,Total,Rural poor (High risk),0.093,,,,
2014,VEN,Total,Rural poor (High risk),0.094,,,,
2015,VEN,Total,Rural poor (High risk),0.1,,,,
2016,VEN,Total,Rural poor (High risk),0.1,,,,
2017,VEN,Total,Rural poor (High risk),0.1,,,,
2018,VEN,Total,Rural poor (High risk),0.1,,,,
2019,VEN,Total,Rural poor (High risk),0.099,,,,
2020,VEN,Total,Rural poor (High risk),0.097,,,,
2021,VEN,Total,Rural poor (High risk),0.096,,,,
2022,VEN,Total,Rural poor (High risk),0.096,,,,
2023,VEN,Total,Rural poor (High risk),0.096,,,,
2024,VEN,Total,Rural poor (High risk),66,,,,
2013,VEN,Total,Urban poor (High risk),1.5,,,,
2014,VEN,Total,Urban poor (High risk),1.5,,,,
2015,VEN,Total,Urban poor (High risk),1.5,,,,
2016,VEN,Total,Urban poor (High risk),1.5,,,,
2017,VEN,Total,Urban poor (High risk),1.5,,,,
2018,VEN,Total,Urban poor (High risk),1.5,,,,
2019,VEN,Total,Urban poor (High risk),1.4,,,,
2020,VEN,Total,Urban poor (High risk),1.4,,,,
2021,VEN,Total,Urban poor (High risk),1.4,,,,
2022,VEN,Total,Urban poor (High risk),1.4,,,,
2023,VEN,Total,Urban poor (High risk),1.4,,,,
2024,VEN,Total,Urban poor (High risk),0.67,,,,
2013,VNM,Total,Lower-middle income (Medium risk),53,,,,
2014,VNM,Total,Lower-middle income (Medium risk),52,,,,
2015,VNM,Total,Lower-middle income (Medium risk),51,,,,
2016,VNM,Total,Lower-middle income (Medium risk),47,,,,
2017,VNM,Total,Lower-middle income (Medium risk),45,,,,
2018,VNM,Total,Lower-middle income (Medium risk),42,,,,
2019,VNM,Total,Lower-middle income (Medium risk),39,,,,
2020,VNM,Total,Lower-middle income (Medium risk),35,,,,
2021,VNM,Total,Lower-middle income (Medium risk),37,,,,
2022,VNM,Total,Lower-middle income (Medium risk),38,,,,
2023,VNM,Total,Lower-middle income (Medium risk),36,,,,
2024,VNM,Total,Lower-middle income (Medium risk),0,,,,
2013,VNM,Total,Medium-income (Low risk),25,,,,
2014,VNM,Total,Medium-income (Low risk),27,,,,
2015,VNM,Total,Medium-income (Low risk),29,,,,
2016,VNM,Total,Medium-income (Low risk),32,,,,
2017,VNM,Total,Medium-income (Low risk),34,,,,
2018,VNM,Total,Medium-income (Low risk),36,,,,
2019,VNM,Total,Medium-income (Low risk),38,,,,
2020,VNM,Total,Medium-income (Low risk),40,,,,
2021,VNM,Total,Medium-income (Low risk),39,,,,
2022,VNM,Total,Medium-income (Low risk),38,,,,
2023,VNM,Total,Medium-income (Low risk),41,,,,
2024,VNM,Total,Medium-income (Low risk),62,,,,
2013,VNM,Total,Rural poor (High risk),1.1,,,,
2014,VNM,Total,Rural poor (High risk),1.2,,,,
2015,VNM,Total,Rural poor (High risk),1.3,,,,
2016,VNM,Total,Rural poor (High risk),1,,,,
2017,VNM,Total,Rural poor (High risk),0.87,,,,
2018,VNM,Total,Rural poor (High risk),0.86,,,,
2019,VNM,Total,Rural poor (High risk),0.84,,,,
2020,VNM,Total,Rural poor (High risk),0.53,,,,
2021,VNM,Total,Rural poor (High risk),0.53,,,,
2022,VNM,Total,Rural poor (High risk),0.65,,,,
2023,VNM,Total,Rural poor (High risk),0.55,,,,
2024,VNM,Total,Rural poor (High risk),0.53,,,,
2013,VNM,Total,Urban poor (High risk),3.6,,,,
2014,VNM,Total,Urban poor (High risk),3.2,,,,
2015,VNM,Total,Urban poor (High risk),2.8,,,,
2016,VNM,Total,Urban poor (High risk),2.2,,,,
2017,VNM,Total,Urban poor (High risk),1.7,,,,
2018,VNM,Total,Urban poor (High risk),1.7,,,,
2019,VNM,Total,Urban poor (High risk),1.8,,,,
2020,VNM,Total,Urban poor (High risk),1.7,,,,
2021,VNM,Total,Urban poor (High risk),1.7,,,,
2022,VNM,Total,Urban poor (High risk),1.8,,,,
2023,VNM,Total,Urban poor (High risk),1.7,,,,
2024,VNM,Total,Urban poor (High risk),2.5,,,,
2013,YEM,Total,Lower-middle income (Medium risk),16,,,,
2014,YEM,Total,Lower-middle income (Medium risk),17,,,,
2015,YEM,Total,Lower-middle income (Medium risk),17,,,,
2016,YEM,Total,Lower-middle income (Medium risk),12,,,,
2017,YEM,Total,Lower-middle income (Medium risk),9.5,,,,
2018,YEM,Total,Lower-middle income (Medium risk),8,,,,
2019,YEM,Total,Lower-middle income (Medium risk),7.4,,,,
2020,YEM,Total,Lower-middle income (Medium risk),7.5,,,,
2021,YEM,Total,Lower-middle income (Medium risk),1.8,,,,
2022,YEM,Total,Lower-middle income (Medium risk),3.9,,,,
2023,YEM,Total,Lower-middle income (Medium risk),8.5,,,,
2024,YEM,Total,Lower-middle income (Medium risk),0,,,,
2013,YEM,Total,Medium-income (Low risk),1.4,,,,
2014,YEM,Total,Medium-income (Low risk),1.6,,,,
2015,YEM,Total,Medium-income (Low risk),1.6,,,,
2016,YEM,Total,Medium-income (Low risk),0.58,,,,
2017,YEM,Total,Medium-income (Low risk),0.41,,,,
2018,YEM,Total,Medium-income (Low risk),0.32,,,,
2019,YEM,Total,Medium-income (Low risk),0.31,,,,
2020,YEM,Total,Medium-income (Low risk),0.32,,,,
2021,YEM,Total,Medium-income (Low risk),0.45,,,,
2022,YEM,Total,Medium-income (Low risk),0.11,,,,
2023,YEM,Total,Medium-income (Low risk),0,,,,
2024,YEM,Total,Medium-income (Low risk),43,,,,
2013,YEM,Total,Rural poor (High risk),3.7,,,,
2014,YEM,Total,Rural poor (High risk),3.6,,,,
2015,YEM,Total,Rural poor (High risk),4.1,,,,
2016,YEM,Total,Rural poor (High risk),8.9,,,,
2017,YEM,Total,Rural poor (High risk),11,,,,
2018,YEM,Total,Rural poor (High risk),12,,,,
2019,YEM,Total,Rural poor (High risk),13,,,,
2020,YEM,Total,Rural poor (High risk),13,,,,
2021,YEM,Total,Rural poor (High risk),18,,,,
2022,YEM,Total,Rural poor (High risk),16,,,,
2023,YEM,Total,Rural poor (High risk),14,,,,
2024,YEM,Total,Rural poor (High risk),2.5,,,,
2013,YEM,Total,Urban poor (High risk),4.4,,,,
2014,YEM,Total,Urban poor (High risk),4.5,,,,
2015,YEM,Total,Urban poor (High risk),4.9,,,,
2016,YEM,Total,Urban poor (High risk),7.2,,,,
2017,YEM,Total,Urban poor (High risk),8.4,,,,
2018,YEM,Total,Urban poor (High risk),9.3,,,,
2019,YEM,Total,Urban poor (High risk),10,,,,
2020,YEM,Total,Urban poor (High risk),10,,,,
2021,YEM,Total,Urban poor (High risk),12,,,,
2022,YEM,Total,Urban poor (High risk),13,,,,
2023,YEM,Total,Urban poor (High risk),11,,,,
2024,YEM,Total,Urban poor (High risk),4.8,,,,
2024,AFG,Female,Lower-middle income (Medium risk),6,,,,
2024,AFG,Female,Medium-income (Low risk),0.49,,,,
2024,AFG,Female,Rural poor (High risk),1,,,,
2024,AFG,Female,Urban poor (High risk),1.1,,,,
2024,AGO,Female,Lower-middle income (Medium risk),7.1,,,,
2024,AGO,Female,Medium-income (Low risk),8.1,,,,
2024,AGO,Female,Rural poor (High risk),0.013,,,,
2024,AGO,Female,Urban poor (High risk),6.1,,,,
2024,ARG,Female,Lower-middle income (Medium risk),5.7,,,,
2024,ARG,Female,Medium-income (Low risk),0.99,,,,
2024,ARG,Female,Rural poor (High risk),0.3,,,,
2024,ARG,Female,Urban poor (High risk),0.53,,,,
2024,BEN,Female,Lower-middle income (Medium risk),0.99,,,,
2024,BEN,Female,Medium-income (Low risk),0.098,,,,
2024,BEN,Female,Rural poor (High risk),0.45,,,,
2024,BEN,Female,Urban poor (High risk),1.3,,,,
2024,BFA,Female,Lower-middle income (Medium risk),7.2,,,,
2024,BFA,Female,Medium-income (Low risk),0.64,,,,
2024,BFA,Female,Rural poor (High risk),1.6,,,,
2024,BFA,Female,Urban poor (High risk),2.6,,,,
2024,BGD,Female,Lower-middle income (Medium risk),2.8,,,,
2024,BGD,Female,Medium-income (Low risk),0.5,,,,
2024,BGD,Female,Rural poor (High risk),0.15,,,,
2024,BGD,Female,Urban poor (High risk),0.27,,,,
2024,BLZ,Female,Lower-middle income (Medium risk),0.33,,,,
2024,BLZ,Female,Medium-income (Low risk),0.15,,,,
2024,BLZ,Female,Rural poor (High risk),0.0097,,,,
2024,BLZ,Female,Urban poor (High risk),0.024,,,,
2024,BOL,Female,Lower-middle income (Medium risk),4.1,,,,
2024,BOL,Female,Medium-income (Low risk),0.15,,,,
2024,BOL,Female,Rural poor (High risk),13,,,,
2024,BOL,Female,Urban poor (High risk),4,,,,
2024,BRA,Female,Lower-middle income (Medium risk),1.9,,,,
2024,BRA,Female,Medium-income (Low risk),0.074,,,,
2024,BRA,Female,Rural poor (High risk),6.5,,,,
2024,BRA,Female,Urban poor (High risk),2,,,,
2024,BTN,Female,Lower-middle income (Medium risk),2.9,,,,
2024,BTN,Female,Medium-income (Low risk),1.5,,,,
2024,BTN,Female,Rural poor (High risk),0.23,,,,
2024,BTN,Female,Urban poor (High risk),1.1,,,,
2024,CAF,Female,Lower-middle income (Medium risk),1.5,,,,
2024,CAF,Female,Medium-income (Low risk),0.77,,,,
2024,CAF,Female,Rural poor (High risk),0.11,,,,
2024,CAF,Female,Urban poor (High risk),0.51,,,,
2024,CHN,Female,Lower-middle income (Medium risk),2.5,,,,
2024,CHN,Female,Medium-income (Low risk),0.56,,,,
2024,CHN,Female,Rural poor (High risk),18,,,,
2024,CHN,Female,Urban poor (High risk),14,,,,
2024,CIV,Female,Lower-middle income (Medium risk),19,,,,
2024,CIV,Female,Medium-income (Low risk),2.6,,,,
2024,CIV,Female,Rural poor (High risk),0.6,,,,
2024,CIV,Female,Urban poor (High risk),4.5,,,,
2024,CMR,Female,Lower-middle income (Medium risk),1.4,,,,
2024,CMR,Female,Medium-income (Low risk),0.33,,,,
2024,CMR,Female,Rural poor (High risk),0.074,,,,
2024,CMR,Female,Urban poor (High risk),0.67,,,,
2024,COG,Female,Lower-middle income (Medium risk),1.3,,,,
2024,COG,Female,Medium-income (Low risk),0.27,,,,
2024,COG,Female,Rural poor (High risk),8.5,,,,
2024,COG,Female,Urban poor (High risk),6.6,,,,
2024,COL,Female,Lower-middle income (Medium risk),1,,,,
2024,COL,Female,Medium-income (Low risk),0.49,,,,
2024,COL,Female,Rural poor (High risk),0.12,,,,
2024,COL,Female,Urban poor (High risk),0.13,,,,
2024,DJI,Female,Lower-middle income (Medium risk),1.5,,,,
2024,DJI,Female,Medium-income (Low risk),0.54,,,,
2024,DJI,Female,Rural poor (High risk),0.24,,,,
2024,DJI,Female,Urban poor (High risk),0.35,,,,
2024,DOM,Female,Lower-middle income (Medium risk),0.71,,,,
2024,DOM,Female,Medium-income (Low risk),0.26,,,,
2024,DOM,Female,Rural poor (High risk),0.12,,,,
2024,DOM,Female,Urban poor (High risk),0.17,,,,
2024,DZA,Female,Lower-middle income (Medium risk),20,,,,
2024,DZA,Female,Medium-income (Low risk),19,,,,
2024,DZA,Female,Rural poor (High risk),0.058,,,,
2024,DZA,Female,Urban poor (High risk),0.1,,,,
2024,ECU,Female,Lower-middle income (Medium risk),3,,,,
2024,ECU,Female,Medium-income (Low risk),4.5,,,,
