year,geo,disagg_type,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2003,THA,Sex,Male,3.9,,,,
2004,THA,Sex,Male,4.2,,,,
2005,THA,Sex,Male,4.5,,,,
2006,THA,Sex,Male,4.8,,,,
2007,THA,Sex,Male,5.2,,,,
2008,THA,Sex,Male,5.5,,,,
2009,THA,Sex,Male,5.9,,,,
2010,THA,Sex,Male,6.3,,,,
2011,THA,Sex,Male,6.6,,,,
2012,THA,Sex,Male,7,,,,
2013,THA,Sex,Male,7.4,,,,
2014,THA,Sex,Male,7.8,,,,
2015,THA,Sex,Male,8.3,,,,
2016,THA,Sex,Male,8.8,,,,
2017,THA,Sex,Male,9.3,,,,
2018,THA,Sex,Male,9.8,,,,
2019,THA,Sex,Male,10.4,,,,
2020,THA,Sex,Male,10.9,,,,
2021,THA,Sex,Male,11.5,,,,
2022,THA,Sex,Male,12.2,,,,
2000,THA,All,Total,5.7,,,,
2001,THA,All,Total,6,,,,
2002,THA,All,Total,6.3,,,,
2003,THA,All,Total,6.6,,,,
2004,THA,All,Total,6.9,,,,
2005,THA,All,Total,7.2,,,,
2006,THA,All,Total,7.6,,,,
2007,THA,All,Total,8,,,,
2008,THA,All,Total,8.4,,,,
2009,THA,All,Total,8.7,,,,
2010,THA,All,Total,9.1,,,,
2011,THA,All,Total,9.6,,,,
2012,THA,All,Total,10,,,,
2013,THA,All,Total,10.4,,,,
2014,THA,All,Total,10.9,,,,
2015,THA,All,Total,11.4,,,,
2016,THA,All,Total,11.9,,,,
2017,THA,All,Total,12.4,,,,
2018,THA,All,Total,13,,,,
2019,THA,All,Total,13.5,,,,
2020,THA,All,Total,14.1,,,,
2021,THA,All,Total,14.8,,,,
2022,THA,All,Total,15.4,,,,
2000,TJK,Sex,Female,12.4,,,,
2001,TJK,Sex,Female,12.9,,,,
2002,TJK,Sex,Female,13.5,,,,
2003,TJK,Sex,Female,14.1,,,,
2004,TJK,Sex,Female,14.7,,,,
2005,TJK,Sex,Female,15.3,,,,
2006,TJK,Sex,Female,16,,,,
2007,TJK,Sex,Female,16.6,,,,
2008,TJK,Sex,Female,17.3,,,,
2009,TJK,Sex,Female,18,,,,
2010,TJK,Sex,Female,18.8,,,,
2011,TJK,Sex,Female,19.5,,,,
2012,TJK,Sex,Female,20.3,,,,
2013,TJK,Sex,Female,21,,,,
2014,TJK,Sex,Female,21.8,,,,
2015,TJK,Sex,Female,22.5,,,,
2016,TJK,Sex,Female,23.3,,,,
2017,TJK,Sex,Female,24,,,,
2018,TJK,Sex,Female,24.7,,,,
2019,TJK,Sex,Female,25.4,,,,
2020,TJK,Sex,Female,26.1,,,,
2021,TJK,Sex,Female,26.8,,,,
2022,TJK,Sex,Female,27.5,,,,
2000,TJK,Sex,Male,8.5,,,,
2001,TJK,Sex,Male,8.9,,,,
2002,TJK,Sex,Male,9.2,,,,
2003,TJK,Sex,Male,9.6,,,,
2004,TJK,Sex,Male,10,,,,
2005,TJK,Sex,Male,10.4,,,,
2006,TJK,Sex,Male,10.8,,,,
2007,TJK,Sex,Male,11.3,,,,
2008,TJK,Sex,Male,11.8,,,,
2009,TJK,Sex,Male,12.3,,,,
2010,TJK,Sex,Male,12.8,,,,
2011,TJK,Sex,Male,13.3,,,,
2012,TJK,Sex,Male,13.8,,,,
2013,TJK,Sex,Male,14.4,,,,
2014,TJK,Sex,Male,14.9,,,,
2015,TJK,Sex,Male,15.5,,,,
2016,TJK,Sex,Male,16.1,,,,
2017,TJK,Sex,Male,16.7,,,,
2018,TJK,Sex,Male,17.3,,,,
2019,TJK,Sex,Male,17.9,,,,
2020,TJK,Sex,Male,18.5,,,,
2021,TJK,Sex,Male,19.1,,,,
2022,TJK,Sex,Male,19.8,,,,
2000,TJK,All,Total,10.5,,,,
2001,TJK,All,Total,11,,,,
2002,TJK,All,Total,11.4,,,,
2003,TJK,All,Total,11.9,,,,
2004,TJK,All,Total,12.4,,,,
2005,TJK,All,Total,12.9,,,,
2006,TJK,All,Total,13.5,,,,
2007,TJK,All,Total,14,,,,
2008,TJK,All,Total,14.6,,,,
2009,TJK,All,Total,15.2,,,,
2010,TJK,All,Total,15.8,,,,
2011,TJK,All,Total,16.5,,,,
2012,TJK,All,Total,17.1,,,,
2013,TJK,All,Total,17.8,,,,
2014,TJK,All,Total,18.4,,,,
2015,TJK,All,Total,19.1,,,,
2016,TJK,All,Total,19.8,,,,
2017,TJK,All,Total,20.4,,,,
2018,TJK,All,Total,21.1,,,,
2019,TJK,All,Total,21.8,,,,
2020,TJK,All,Total,22.4,,,,
2021,TJK,All,Total,23.1,,,,
2022,TJK,All,Total,23.8,,,,
2000,TKL,Sex,Female,63.8,,,,
2001,TKL,Sex,Female,64.3,,,,
2002,TKL,Sex,Female,64.8,,,,
2003,TKL,Sex,Female,65.3,,,,
2004,TKL,Sex,Female,65.7,,,,
2005,TKL,Sex,Female,66.2,,,,
2006,TKL,Sex,Female,66.6,,,,
2007,TKL,Sex,Female,67.1,,,,
2008,TKL,Sex,Female,67.5,,,,
2009,TKL,Sex,Female,67.9,,,,
2010,TKL,Sex,Female,68.4,,,,
2011,TKL,Sex,Female,68.8,,,,
2012,TKL,Sex,Female,69.3,,,,
2013,TKL,Sex,Female,69.7,,,,
2014,TKL,Sex,Female,70.2,,,,
2015,TKL,Sex,Female,70.6,,,,
2016,TKL,Sex,Female,71.1,,,,
2017,TKL,Sex,Female,71.5,,,,
2018,TKL,Sex,Female,71.9,,,,
2019,TKL,Sex,Female,72.4,,,,
2020,TKL,Sex,Female,72.8,,,,
2021,TKL,Sex,Female,73.2,,,,
2022,TKL,Sex,Female,73.6,,,,
2000,TKL,Sex,Male,54.7,,,,
2001,TKL,Sex,Male,55.2,,,,
2002,TKL,Sex,Male,55.7,,,,
2003,TKL,Sex,Male,56.3,,,,
2004,TKL,Sex,Male,56.8,,,,
2005,TKL,Sex,Male,57.3,,,,
2006,TKL,Sex,Male,57.9,,,,
2007,TKL,Sex,Male,58.4,,,,
2008,TKL,Sex,Male,59,,,,
2009,TKL,Sex,Male,59.5,,,,
2010,TKL,Sex,Male,60.1,,,,
2011,TKL,Sex,Male,60.6,,,,
2012,TKL,Sex,Male,61.1,,,,
2013,TKL,Sex,Male,61.6,,,,
2014,TKL,Sex,Male,62.1,,,,
2015,TKL,Sex,Male,62.5,,,,
2016,TKL,Sex,Male,63,,,,
2017,TKL,Sex,Male,63.5,,,,
2018,TKL,Sex,Male,64,,,,
2019,TKL,Sex,Male,64.4,,,,
2020,TKL,Sex,Male,64.9,,,,
2021,TKL,Sex,Male,65.4,,,,
2022,TKL,Sex,Male,65.8,,,,
2000,TKL,All,Total,59.5,,,,
2001,TKL,All,Total,60,,,,
2002,TKL,All,Total,60.5,,,,
2003,TKL,All,Total,60.9,,,,
2004,TKL,All,Total,61.4,,,,
2005,TKL,All,Total,61.9,,,,
2006,TKL,All,Total,62.2,,,,
2007,TKL,All,Total,62.6,,,,
2008,TKL,All,Total,63.1,,,,
2009,TKL,All,Total,63.6,,,,
2010,TKL,All,Total,64.1,,,,
2011,TKL,All,Total,64.5,,,,
2012,TKL,All,Total,65,,,,
2013,TKL,All,Total,65.6,,,,
2014,TKL,All,Total,66.1,,,,
2015,TKL,All,Total,66.5,,,,
2016,TKL,All,Total,66.9,,,,
2017,TKL,All,Total,67.4,,,,
2018,TKL,All,Total,67.9,,,,
2019,TKL,All,Total,68.4,,,,
2020,TKL,All,Total,69,,,,
2021,TKL,All,Total,69.4,,,,
2022,TKL,All,Total,69.8,,,,
2000,TKM,Sex,Female,13.9,,,,
2001,TKM,Sex,Female,14.4,,,,
2002,TKM,Sex,Female,14.9,,,,
2003,TKM,Sex,Female,15.4,,,,
2004,TKM,Sex,Female,15.9,,,,
2005,TKM,Sex,Female,16.4,,,,
2006,TKM,Sex,Female,16.9,,,,
2007,TKM,Sex,Female,17.4,,,,
2008,TKM,Sex,Female,17.9,,,,
2009,TKM,Sex,Female,18.4,,,,
2010,TKM,Sex,Female,18.9,,,,
2011,TKM,Sex,Female,19.4,,,,
2012,TKM,Sex,Female,19.9,,,,
2013,TKM,Sex,Female,20.3,,,,
2014,TKM,Sex,Female,20.7,,,,
2015,TKM,Sex,Female,21.1,,,,
2016,TKM,Sex,Female,21.5,,,,
2017,TKM,Sex,Female,21.9,,,,
2018,TKM,Sex,Female,22.2,,,,
2019,TKM,Sex,Female,22.5,,,,
2020,TKM,Sex,Female,22.9,,,,
2021,TKM,Sex,Female,23.2,,,,
2022,TKM,Sex,Female,23.5,,,,
2000,TKM,Sex,Male,9.1,,,,
2001,TKM,Sex,Male,9.5,,,,
2002,TKM,Sex,Male,9.8,,,,
2003,TKM,Sex,Male,10.2,,,,
2004,TKM,Sex,Male,10.5,,,,
2005,TKM,Sex,Male,10.9,,,,
2006,TKM,Sex,Male,11.3,,,,
2007,TKM,Sex,Male,11.8,,,,
2008,TKM,Sex,Male,12.2,,,,
2009,TKM,Sex,Male,12.7,,,,
2010,TKM,Sex,Male,13.1,,,,
2011,TKM,Sex,Male,13.6,,,,
2012,TKM,Sex,Male,14,,,,
2013,TKM,Sex,Male,14.5,,,,
2014,TKM,Sex,Male,14.9,,,,
2015,TKM,Sex,Male,15.4,,,,
2016,TKM,Sex,Male,15.9,,,,
2017,TKM,Sex,Male,16.3,,,,
2018,TKM,Sex,Male,16.8,,,,
2019,TKM,Sex,Male,17.3,,,,
2020,TKM,Sex,Male,17.8,,,,
2021,TKM,Sex,Male,18.3,,,,
2022,TKM,Sex,Male,18.8,,,,
2000,TKM,All,Total,11.7,,,,
2001,TKM,All,Total,12.1,,,,
2002,TKM,All,Total,12.6,,,,
2003,TKM,All,Total,13,,,,
2004,TKM,All,Total,13.5,,,,
2005,TKM,All,Total,13.9,,,,
2006,TKM,All,Total,14.4,,,,
2007,TKM,All,Total,14.9,,,,
2008,TKM,All,Total,15.3,,,,
2009,TKM,All,Total,15.8,,,,
2010,TKM,All,Total,16.3,,,,
2011,TKM,All,Total,16.7,,,,
2012,TKM,All,Total,17.2,,,,
2013,TKM,All,Total,17.6,,,,
2014,TKM,All,Total,18.1,,,,
2015,TKM,All,Total,18.5,,,,
2016,TKM,All,Total,18.9,,,,
2017,TKM,All,Total,19.4,,,,
2018,TKM,All,Total,19.8,,,,
2019,TKM,All,Total,20.2,,,,
2020,TKM,All,Total,20.6,,,,
2021,TKM,All,Total,21,,,,
2022,TKM,All,Total,21.4,,,,
2000,TLS,Sex,Female,0.7,,,,
2001,TLS,Sex,Female,0.8,,,,
2002,TLS,Sex,Female,0.8,,,,
2003,TLS,Sex,Female,0.9,,,,
2004,TLS,Sex,Female,0.9,,,,
2005,TLS,Sex,Female,1,,,,
2006,TLS,Sex,Female,1,,,,
2007,TLS,Sex,Female,1.1,,,,
2008,TLS,Sex,Female,1.2,,,,
2009,TLS,Sex,Female,1.2,,,,
2010,TLS,Sex,Female,1.3,,,,
2011,TLS,Sex,Female,1.4,,,,
2012,TLS,Sex,Female,1.5,,,,
2013,TLS,Sex,Female,1.6,,,,
2014,TLS,Sex,Female,1.8,,,,
2015,TLS,Sex,Female,1.9,,,,
2016,TLS,Sex,Female,2,,,,
2017,TLS,Sex,Female,2.2,,,,
2018,TLS,Sex,Female,2.4,,,,
2019,TLS,Sex,Female,2.5,,,,
2020,TLS,Sex,Female,2.7,,,,
2021,TLS,Sex,Female,2.9,,,,
2022,TLS,Sex,Female,3.2,,,,
2000,TLS,Sex,Male,0.3,,,,
2001,TLS,Sex,Male,0.3,,,,
2002,TLS,Sex,Male,0.4,,,,
2003,TLS,Sex,Male,0.4,,,,
2004,TLS,Sex,Male,0.4,,,,
2005,TLS,Sex,Male,0.5,,,,
2006,TLS,Sex,Male,0.5,,,,
2007,TLS,Sex,Male,0.6,,,,
2008,TLS,Sex,Male,0.6,,,,
2009,TLS,Sex,Male,0.6,,,,
2010,TLS,Sex,Male,0.7,,,,
2011,TLS,Sex,Male,0.7,,,,
2012,TLS,Sex,Male,0.8,,,,
2013,TLS,Sex,Male,0.8,,,,
2014,TLS,Sex,Male,0.9,,,,
2015,TLS,Sex,Male,0.9,,,,
2016,TLS,Sex,Male,1,,,,
2017,TLS,Sex,Male,1.1,,,,
2018,TLS,Sex,Male,1.2,,,,
2019,TLS,Sex,Male,1.2,,,,
2020,TLS,Sex,Male,1.3,,,,
2021,TLS,Sex,Male,1.4,,,,
2022,TLS,Sex,Male,1.6,,,,
2000,TLS,All,Total,0.5,,,,
2001,TLS,All,Total,0.6,,,,
2002,TLS,All,Total,0.6,,,,
2003,TLS,All,Total,0.6,,,,
2004,TLS,All,Total,0.7,,,,
2005,TLS,All,Total,0.7,,,,
2006,TLS,All,Total,0.8,,,,
2007,TLS,All,Total,0.8,,,,
2008,TLS,All,Total,0.9,,,,
2009,TLS,All,Total,0.9,,,,
2010,TLS,All,Total,1,,,,
2011,TLS,All,Total,1.1,,,,
2012,TLS,All,Total,1.1,,,,
2013,TLS,All,Total,1.2,,,,
2014,TLS,All,Total,1.3,,,,
2015,TLS,All,Total,1.4,,,,
2016,TLS,All,Total,1.5,,,,
2017,TLS,All,Total,1.6,,,,
2018,TLS,All,Total,1.7,,,,
2019,TLS,All,Total,1.9,,,,
2020,TLS,All,Total,2,,,,
2021,TLS,All,Total,2.2,,,,
2022,TLS,All,Total,2.4,,,,
2000,TON,Sex,Female,63.6,,,,
2001,TON,Sex,Female,64.3,,,,
2002,TON,Sex,Female,65,,,,
2003,TON,Sex,Female,65.7,,,,
2004,TON,Sex,Female,66.4,,,,
2005,TON,Sex,Female,67.1,,,,
2006,TON,Sex,Female,67.8,,,,
2007,TON,Sex,Female,68.5,,,,
2008,TON,Sex,Female,69.3,,,,
2009,TON,Sex,Female,70,,,,
2010,TON,Sex,Female,70.8,,,,
2011,TON,Sex,Female,71.6,,,,
2012,TON,Sex,Female,72.4,,,,
2013,TON,Sex,Female,73.2,,,,
2014,TON,Sex,Female,74.1,,,,
2015,TON,Sex,Female,74.9,,,,
2016,TON,Sex,Female,75.7,,,,
2017,TON,Sex,Female,76.5,,,,
2018,TON,Sex,Female,77.2,,,,
2019,TON,Sex,Female,78,,,,
2020,TON,Sex,Female,78.7,,,,
2021,TON,Sex,Female,79.4,,,,
2022,TON,Sex,Female,80.1,,,,
2000,TON,Sex,Male,43.7,,,,
2001,TON,Sex,Male,44.2,,,,
2002,TON,Sex,Male,44.8,,,,
2003,TON,Sex,Male,45.4,,,,
2004,TON,Sex,Male,46,,,,
2005,TON,Sex,Male,46.7,,,,
2006,TON,Sex,Male,47.4,,,,
2007,TON,Sex,Male,48.1,,,,
2008,TON,Sex,Male,48.9,,,,
2009,TON,Sex,Male,49.8,,,,
2010,TON,Sex,Male,50.6,,,,
2011,TON,Sex,Male,51.5,,,,
2012,TON,Sex,Male,52.4,,,,
2013,TON,Sex,Male,53.4,,,,
2014,TON,Sex,Male,54.3,,,,
2015,TON,Sex,Male,55.3,,,,
2016,TON,Sex,Male,56.3,,,,
2017,TON,Sex,Male,57.3,,,,
2018,TON,Sex,Male,58.3,,,,
2019,TON,Sex,Male,59.3,,,,
2020,TON,Sex,Male,60.3,,,,
2021,TON,Sex,Male,61.3,,,,
2022,TON,Sex,Male,62.3,,,,
2000,TON,All,Total,53.8,,,,
2001,TON,All,Total,54.5,,,,
2002,TON,All,Total,55.1,,,,
2003,TON,All,Total,55.8,,,,
2004,TON,All,Total,56.4,,,,
2005,TON,All,Total,57.1,,,,
2006,TON,All,Total,57.8,,,,
2007,TON,All,Total,58.5,,,,
2008,TON,All,Total,59.3,,,,
2009,TON,All,Total,60.2,,,,
2010,TON,All,Total,61,,,,
2011,TON,All,Total,61.9,,,,
2012,TON,All,Total,62.8,,,,
2013,TON,All,Total,63.7,,,,
2014,TON,All,Total,64.6,,,,
2015,TON,All,Total,65.5,,,,
2016,TON,All,Total,66.4,,,,
2017,TON,All,Total,67.3,,,,
2018,TON,All,Total,68.2,,,,
2019,TON,All,Total,69.1,,,,
2020,TON,All,Total,69.9,,,,
2021,TON,All,Total,70.8,,,,
2022,TON,All,Total,71.7,,,,
2000,TTO,Sex,Female,25,,,,
2001,TTO,Sex,Female,25.5,,,,
2002,TTO,Sex,Female,26,,,,
2003,TTO,Sex,Female,26.5,,,,
2004,TTO,Sex,Female,27,,,,
2005,TTO,Sex,Female,27.4,,,,
2006,TTO,Sex,Female,27.8,,,,
2007,TTO,Sex,Female,28.2,,,,
2008,TTO,Sex,Female,28.6,,,,
2009,TTO,Sex,Female,29,,,,
2010,TTO,Sex,Female,29.3,,,,
2011,TTO,Sex,Female,29.7,,,,
2012,TTO,Sex,Female,30,,,,
2013,TTO,Sex,Female,30.3,,,,
2014,TTO,Sex,Female,30.7,,,,
2015,TTO,Sex,Female,31,,,,
2016,TTO,Sex,Female,31.4,,,,
2017,TTO,Sex,Female,31.7,,,,
2018,TTO,Sex,Female,32.1,,,,
2019,TTO,Sex,Female,32.4,,,,
2020,TTO,Sex,Female,32.8,,,,
2021,TTO,Sex,Female,33.1,,,,
2022,TTO,Sex,Female,33.5,,,,
2000,TTO,Sex,Male,14.5,,,,
2001,TTO,Sex,Male,15,,,,
2002,TTO,Sex,Male,15.5,,,,
2003,TTO,Sex,Male,16,,,,
2004,TTO,Sex,Male,16.4,,,,
2005,TTO,Sex,Male,16.8,,,,
2006,TTO,Sex,Male,17.2,,,,
2007,TTO,Sex,Male,17.6,,,,
2008,TTO,Sex,Male,17.9,,,,
2009,TTO,Sex,Male,18.2,,,,
2010,TTO,Sex,Male,18.6,,,,
2011,TTO,Sex,Male,18.8,,,,
2012,TTO,Sex,Male,19.1,,,,
2013,TTO,Sex,Male,19.4,,,,
2014,TTO,Sex,Male,19.6,,,,
2015,TTO,Sex,Male,19.9,,,,
2016,TTO,Sex,Male,20.2,,,,
2017,TTO,Sex,Male,20.5,,,,
2018,TTO,Sex,Male,20.9,,,,
2019,TTO,Sex,Male,21.2,,,,
2020,TTO,Sex,Male,21.6,,,,
2021,TTO,Sex,Male,22,,,,
2022,TTO,Sex,Male,22.4,,,,
2000,TTO,All,Total,20,,,,
2001,TTO,All,Total,20.5,,,,
2002,TTO,All,Total,21,,,,
2003,TTO,All,Total,21.4,,,,
2004,TTO,All,Total,21.9,,,,
2005,TTO,All,Total,22.3,,,,
2006,TTO,All,Total,22.7,,,,
2007,TTO,All,Total,23.1,,,,
2008,TTO,All,Total,23.5,,,,
2009,TTO,All,Total,23.8,,,,
2010,TTO,All,Total,24.1,,,,
2011,TTO,All,Total,24.4,,,,
2012,TTO,All,Total,24.7,,,,
2013,TTO,All,Total,25,,,,
2014,TTO,All,Total,25.3,,,,
2015,TTO,All,Total,25.6,,,,
2016,TTO,All,Total,25.9,,,,
2017,TTO,All,Total,26.3,,,,
2018,TTO,All,Total,26.6,,,,
2019,TTO,All,Total,26.9,,,,
2020,TTO,All,Total,27.3,,,,
2021,TTO,All,Total,27.7,,,,
2022,TTO,All,Total,28.1,,,,
2000,TUN,Sex,Female,23.5,,,,
2001,TUN,Sex,Female,24.1,,,,
2002,TUN,Sex,Female,24.6,,,,
2003,TUN,Sex,Female,25.1,,,,
2004,TUN,Sex,Female,25.6,,,,
2005,TUN,Sex,Female,26.1,,,,
2006,TUN,Sex,Female,26.5,,,,
2007,TUN,Sex,Female,27,,,,
2008,TUN,Sex,Female,27.4,,,,
2009,TUN,Sex,Female,27.8,,,,
2010,TUN,Sex,Female,28.3,,,,
2011,TUN,Sex,Female,28.7,,,,
2012,TUN,Sex,Female,29.2,,,,
2013,TUN,Sex,Female,29.7,,,,
2014,TUN,Sex,Female,30.1,,,,
2015,TUN,Sex,Female,30.6,,,,
2016,TUN,Sex,Female,31.1,,,,
2017,TUN,Sex,Female,31.6,,,,
2018,TUN,Sex,Female,32,,,,
2019,TUN,Sex,Female,32.5,,,,
2020,TUN,Sex,Female,32.9,,,,
2021,TUN,Sex,Female,33.4,,,,
2022,TUN,Sex,Female,33.8,,,,
2000,TUN,Sex,Male,8.8,,,,
2001,TUN,Sex,Male,9.3,,,,
2002,TUN,Sex,Male,9.7,,,,
2003,TUN,Sex,Male,10.2,,,,
2004,TUN,Sex,Male,10.7,,,,
2005,TUN,Sex,Male,11.2,,,,
2006,TUN,Sex,Male,11.7,,,,
2007,TUN,Sex,Male,12.1,,,,
2008,TUN,Sex,Male,12.6,,,,
2009,TUN,Sex,Male,13.1,,,,
2010,TUN,Sex,Male,13.6,,,,
2011,TUN,Sex,Male,14,,,,
2012,TUN,Sex,Male,14.5,,,,
2013,TUN,Sex,Male,15,,,,
2014,TUN,Sex,Male,15.4,,,,
2015,TUN,Sex,Male,15.9,,,,
2016,TUN,Sex,Male,16.4,,,,
2017,TUN,Sex,Male,16.9,,,,
2018,TUN,Sex,Male,17.4,,,,
2019,TUN,Sex,Male,17.8,,,,
2020,TUN,Sex,Male,18.3,,,,
2021,TUN,Sex,Male,18.8,,,,
2022,TUN,Sex,Male,19.3,,,,
2000,TUN,All,Total,16.3,,,,
2001,TUN,All,Total,16.8,,,,
2002,TUN,All,Total,17.3,,,,
2003,TUN,All,Total,17.8,,,,
2004,TUN,All,Total,18.3,,,,
2005,TUN,All,Total,18.8,,,,
2006,TUN,All,Total,19.3,,,,
2007,TUN,All,Total,19.7,,,,
2008,TUN,All,Total,20.2,,,,
2009,TUN,All,Total,20.6,,,,
2010,TUN,All,Total,21.1,,,,
2011,TUN,All,Total,21.6,,,,
2012,TUN,All,Total,22,,,,
2013,TUN,All,Total,22.5,,,,
2014,TUN,All,Total,23,,,,
2015,TUN,All,Total,23.5,,,,
2016,TUN,All,Total,24,,,,
2017,TUN,All,Total,24.5,,,,
2018,TUN,All,Total,24.9,,,,
2019,TUN,All,Total,25.4,,,,
2020,TUN,All,Total,25.9,,,,
2021,TUN,All,Total,26.3,,,,
2022,TUN,All,Total,26.8,,,,
2000,TUR,Sex,Female,31.5,,,,
2001,TUR,Sex,Female,32.1,,,,
2002,TUR,Sex,Female,32.6,,,,
2003,TUR,Sex,Female,33.2,,,,
2004,TUR,Sex,Female,33.7,,,,
2005,TUR,Sex,Female,34.1,,,,
2006,TUR,Sex,Female,34.6,,,,
2007,TUR,Sex,Female,34.9,,,,
2008,TUR,Sex,Female,35.3,,,,
2009,TUR,Sex,Female,35.7,,,,
2010,TUR,Sex,Female,36.1,,,,
2011,TUR,Sex,Female,36.5,,,,
2012,TUR,Sex,Female,36.9,,,,
2013,TUR,Sex,Female,37.2,,,,
2014,TUR,Sex,Female,37.7,,,,
2015,TUR,Sex,Female,38.1,,,,
2016,TUR,Sex,Female,38.5,,,,
2017,TUR,Sex,Female,38.9,,,,
2018,TUR,Sex,Female,39.3,,,,
2019,TUR,Sex,Female,39.7,,,,
2020,TUR,Sex,Female,40.1,,,,
2021,TUR,Sex,Female,40.5,,,,
2022,TUR,Sex,Female,40.9,,,,
2000,TUR,Sex,Male,16.2,,,,
2001,TUR,Sex,Male,16.7,,,,
2002,TUR,Sex,Male,17.3,,,,
2003,TUR,Sex,Male,17.9,,,,
2004,TUR,Sex,Male,18.4,,,,
2005,TUR,Sex,Male,18.9,,,,
2006,TUR,Sex,Male,19.4,,,,
2007,TUR,Sex,Male,19.8,,,,
2008,TUR,Sex,Male,20.3,,,,
2009,TUR,Sex,Male,20.7,,,,
2010,TUR,Sex,Male,21.1,,,,
2011,TUR,Sex,Male,21.4,,,,
2012,TUR,Sex,Male,21.8,,,,
2013,TUR,Sex,Male,22.2,,,,
2014,TUR,Sex,Male,22.5,,,,
2015,TUR,Sex,Male,22.9,,,,
2016,TUR,Sex,Male,23.3,,,,
2017,TUR,Sex,Male,23.7,,,,
2018,TUR,Sex,Male,24,,,,
2019,TUR,Sex,Male,24.3,,,,
2020,TUR,Sex,Male,24.6,,,,
2021,TUR,Sex,Male,24.9,,,,
2022,TUR,Sex,Male,25.2,,,,
2000,TUR,All,Total,24.1,,,,
2001,TUR,All,Total,24.7,,,,
2002,TUR,All,Total,25.2,,,,
2003,TUR,All,Total,25.8,,,,
2004,TUR,All,Total,26.3,,,,
2005,TUR,All,Total,26.8,,,,
2006,TUR,All,Total,27.2,,,,
2007,TUR,All,Total,27.7,,,,
2008,TUR,All,Total,28.1,,,,
2009,TUR,All,Total,28.5,,,,
2010,TUR,All,Total,28.8,,,,
2011,TUR,All,Total,29.2,,,,
2012,TUR,All,Total,29.6,,,,
2013,TUR,All,Total,30,,,,
2014,TUR,All,Total,30.4,,,,
2015,TUR,All,Total,30.8,,,,
2016,TUR,All,Total,31.2,,,,
2017,TUR,All,Total,31.6,,,,
2018,TUR,All,Total,31.9,,,,
2019,TUR,All,Total,32.3,,,,
2020,TUR,All,Total,32.6,,,,
2021,TUR,All,Total,33,,,,
2022,TUR,All,Total,33.3,,,,
2000,TUV,Sex,Female,58.9,,,,
2001,TUV,Sex,Female,59.5,,,,
2002,TUV,Sex,Female,60.1,,,,
2003,TUV,Sex,Female,60.7,,,,
2004,TUV,Sex,Female,61.3,,,,
2005,TUV,Sex,Female,61.9,,,,
2006,TUV,Sex,Female,62.5,,,,
2007,TUV,Sex,Female,63,,,,
2008,TUV,Sex,Female,63.6,,,,
2009,TUV,Sex,Female,64.2,,,,
2010,TUV,Sex,Female,64.8,,,,
2011,TUV,Sex,Female,65.4,,,,
2012,TUV,Sex,Female,66,,,,
2013,TUV,Sex,Female,66.5,,,,
2014,TUV,Sex,Female,67.1,,,,
2015,TUV,Sex,Female,67.7,,,,
2016,TUV,Sex,Female,68.3,,,,
2017,TUV,Sex,Female,68.9,,,,
2018,TUV,Sex,Female,69.4,,,,
2019,TUV,Sex,Female,70,,,,
2020,TUV,Sex,Female,70.5,,,,
2021,TUV,Sex,Female,71.1,,,,
2022,TUV,Sex,Female,71.6,,,,
2000,TUV,Sex,Male,45.8,,,,
2001,TUV,Sex,Male,46.2,,,,
2002,TUV,Sex,Male,46.7,,,,
2003,TUV,Sex,Male,47.2,,,,
2004,TUV,Sex,Male,47.7,,,,
2005,TUV,Sex,Male,48.1,,,,
2006,TUV,Sex,Male,48.6,,,,
2007,TUV,Sex,Male,49.2,,,,
2008,TUV,Sex,Male,49.7,,,,
2009,TUV,Sex,Male,50.2,,,,
2010,TUV,Sex,Male,50.7,,,,
2011,TUV,Sex,Male,51.2,,,,
2012,TUV,Sex,Male,51.7,,,,
2013,TUV,Sex,Male,52.2,,,,
2014,TUV,Sex,Male,52.7,,,,
2015,TUV,Sex,Male,53.2,,,,
2016,TUV,Sex,Male,53.7,,,,
2017,TUV,Sex,Male,54.2,,,,
2018,TUV,Sex,Male,54.7,,,,
2019,TUV,Sex,Male,55.2,,,,
2020,TUV,Sex,Male,55.7,,,,
2021,TUV,Sex,Male,56.2,,,,
2022,TUV,Sex,Male,56.8,,,,
2000,TUV,All,Total,52.9,,,,
2001,TUV,All,Total,53.4,,,,
2002,TUV,All,Total,53.9,,,,
2003,TUV,All,Total,54.4,,,,
2004,TUV,All,Total,54.9,,,,
2005,TUV,All,Total,55.4,,,,
2006,TUV,All,Total,55.9,,,,
2007,TUV,All,Total,56.4,,,,
2008,TUV,All,Total,56.9,,,,
2009,TUV,All,Total,57.4,,,,
2010,TUV,All,Total,57.9,,,,
2011,TUV,All,Total,58.4,,,,
2012,TUV,All,Total,58.9,,,,
2013,TUV,All,Total,59.4,,,,
2014,TUV,All,Total,59.9,,,,
2015,TUV,All,Total,60.4,,,,
2016,TUV,All,Total,60.9,,,,
2017,TUV,All,Total,61.5,,,,
2018,TUV,All,Total,62,,,,
2019,TUV,All,Total,62.6,,,,
2020,TUV,All,Total,63.1,,,,
2021,TUV,All,Total,63.6,,,,
2022,TUV,All,Total,64.2,,,,
2000,TZA,Sex,Female,5.2,,,,
