year,geo,disagg_type,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2016,KGZ,Sex,Female,25,,,,
2017,KGZ,Sex,Female,25.6,,,,
2018,KGZ,Sex,Female,26.1,,,,
2019,KGZ,Sex,Female,26.7,,,,
2020,KGZ,Sex,Female,27.3,,,,
2021,KGZ,Sex,Female,27.8,,,,
2022,KGZ,Sex,Female,28.3,,,,
2000,KGZ,Sex,Male,10.6,,,,
2001,KGZ,Sex,Male,11,,,,
2002,KGZ,Sex,Male,11.5,,,,
2003,KGZ,Sex,Male,11.9,,,,
2004,KGZ,Sex,Male,12.4,,,,
2005,KGZ,Sex,Male,12.9,,,,
2006,KGZ,Sex,Male,13.4,,,,
2007,KGZ,Sex,Male,14,,,,
2008,KGZ,Sex,Male,14.6,,,,
2009,KGZ,Sex,Male,15.2,,,,
2010,KGZ,Sex,Male,15.8,,,,
2011,KGZ,Sex,Male,16.4,,,,
2012,KGZ,Sex,Male,17.1,,,,
2013,KGZ,Sex,Male,17.7,,,,
2014,KGZ,Sex,Male,18.4,,,,
2015,KGZ,Sex,Male,19.1,,,,
2016,KGZ,Sex,Male,19.8,,,,
2017,KGZ,Sex,Male,20.5,,,,
2018,KGZ,Sex,Male,21.2,,,,
2019,KGZ,Sex,Male,21.9,,,,
2020,KGZ,Sex,Male,22.6,,,,
2021,KGZ,Sex,Male,23.3,,,,
2022,KGZ,Sex,Male,24,,,,
2000,KGZ,All,Total,12.7,,,,
2001,KGZ,All,Total,13.2,,,,
2002,KGZ,All,Total,13.8,,,,
2003,KGZ,All,Total,14.3,,,,
2004,KGZ,All,Total,14.9,,,,
2005,KGZ,All,Total,15.5,,,,
2006,KGZ,All,Total,16.1,,,,
2007,KGZ,All,Total,16.8,,,,
2008,KGZ,All,Total,17.4,,,,
2009,KGZ,All,Total,18.1,,,,
2010,KGZ,All,Total,18.7,,,,
2011,KGZ,All,Total,19.4,,,,
2012,KGZ,All,Total,20.1,,,,
2013,KGZ,All,Total,20.8,,,,
2014,KGZ,All,Total,21.4,,,,
2015,KGZ,All,Total,22.1,,,,
2016,KGZ,All,Total,22.7,,,,
2017,KGZ,All,Total,23.4,,,,
2018,KGZ,All,Total,24,,,,
2019,KGZ,All,Total,24.7,,,,
2020,KGZ,All,Total,25.3,,,,
2021,KGZ,All,Total,26,,,,
2022,KGZ,All,Total,26.6,,,,
2000,KHM,Sex,Female,1.2,,,,
2001,KHM,Sex,Female,1.3,,,,
2002,KHM,Sex,Female,1.4,,,,
2003,KHM,Sex,Female,1.5,,,,
2004,KHM,Sex,Female,1.6,,,,
2005,KHM,Sex,Female,1.7,,,,
2006,KHM,Sex,Female,1.8,,,,
2007,KHM,Sex,Female,2,,,,
2008,KHM,Sex,Female,2.1,,,,
2009,KHM,Sex,Female,2.3,,,,
2010,KHM,Sex,Female,2.4,,,,
2011,KHM,Sex,Female,2.6,,,,
2012,KHM,Sex,Female,2.8,,,,
2013,KHM,Sex,Female,3,,,,
2014,KHM,Sex,Female,3.3,,,,
2015,KHM,Sex,Female,3.5,,,,
2016,KHM,Sex,Female,3.8,,,,
2017,KHM,Sex,Female,4,,,,
2018,KHM,Sex,Female,4.3,,,,
2019,KHM,Sex,Female,4.6,,,,
2020,KHM,Sex,Female,5,,,,
2021,KHM,Sex,Female,5.3,,,,
2022,KHM,Sex,Female,5.6,,,,
2000,KHM,Sex,Male,0.7,,,,
2001,KHM,Sex,Male,0.7,,,,
2002,KHM,Sex,Male,0.8,,,,
2003,KHM,Sex,Male,0.9,,,,
2004,KHM,Sex,Male,0.9,,,,
2005,KHM,Sex,Male,1,,,,
2006,KHM,Sex,Male,1.1,,,,
2007,KHM,Sex,Male,1.2,,,,
2008,KHM,Sex,Male,1.3,,,,
2009,KHM,Sex,Male,1.3,,,,
2010,KHM,Sex,Male,1.4,,,,
2011,KHM,Sex,Male,1.5,,,,
2012,KHM,Sex,Male,1.6,,,,
2013,KHM,Sex,Male,1.7,,,,
2014,KHM,Sex,Male,1.8,,,,
2015,KHM,Sex,Male,1.9,,,,
2016,KHM,Sex,Male,2.1,,,,
2017,KHM,Sex,Male,2.2,,,,
2018,KHM,Sex,Male,2.3,,,,
2019,KHM,Sex,Male,2.5,,,,
2020,KHM,Sex,Male,2.7,,,,
2021,KHM,Sex,Male,2.8,,,,
2022,KHM,Sex,Male,3,,,,
2000,KHM,All,Total,1,,,,
2001,KHM,All,Total,1,,,,
2002,KHM,All,Total,1.1,,,,
2003,KHM,All,Total,1.2,,,,
2004,KHM,All,Total,1.3,,,,
2005,KHM,All,Total,1.4,,,,
2006,KHM,All,Total,1.5,,,,
2007,KHM,All,Total,1.6,,,,
2008,KHM,All,Total,1.7,,,,
2009,KHM,All,Total,1.8,,,,
2010,KHM,All,Total,2,,,,
2011,KHM,All,Total,2.1,,,,
2012,KHM,All,Total,2.2,,,,
2013,KHM,All,Total,2.4,,,,
2014,KHM,All,Total,2.6,,,,
2015,KHM,All,Total,2.7,,,,
2016,KHM,All,Total,2.9,,,,
2017,KHM,All,Total,3.1,,,,
2018,KHM,All,Total,3.4,,,,
2019,KHM,All,Total,3.6,,,,
2020,KHM,All,Total,3.8,,,,
2021,KHM,All,Total,4.1,,,,
2022,KHM,All,Total,4.4,,,,
2000,KIR,Sex,Female,44.4,,,,
2001,KIR,Sex,Female,45.1,,,,
2002,KIR,Sex,Female,45.8,,,,
2003,KIR,Sex,Female,46.4,,,,
2004,KIR,Sex,Female,47,,,,
2005,KIR,Sex,Female,47.5,,,,
2006,KIR,Sex,Female,48.1,,,,
2007,KIR,Sex,Female,48.6,,,,
2008,KIR,Sex,Female,49.1,,,,
2009,KIR,Sex,Female,49.6,,,,
2010,KIR,Sex,Female,50,,,,
2011,KIR,Sex,Female,50.5,,,,
2012,KIR,Sex,Female,51,,,,
2013,KIR,Sex,Female,51.4,,,,
2014,KIR,Sex,Female,51.9,,,,
2015,KIR,Sex,Female,52.4,,,,
2016,KIR,Sex,Female,52.9,,,,
2017,KIR,Sex,Female,53.3,,,,
2018,KIR,Sex,Female,53.8,,,,
2019,KIR,Sex,Female,54.2,,,,
2020,KIR,Sex,Female,54.7,,,,
2021,KIR,Sex,Female,55.2,,,,
2022,KIR,Sex,Female,55.6,,,,
2000,KIR,Sex,Male,31.1,,,,
2001,KIR,Sex,Male,31.5,,,,
2002,KIR,Sex,Male,31.8,,,,
2003,KIR,Sex,Male,32.1,,,,
2004,KIR,Sex,Male,32.4,,,,
2005,KIR,Sex,Male,32.7,,,,
2006,KIR,Sex,Male,32.9,,,,
2007,KIR,Sex,Male,33.2,,,,
2008,KIR,Sex,Male,33.4,,,,
2009,KIR,Sex,Male,33.6,,,,
2010,KIR,Sex,Male,33.8,,,,
2011,KIR,Sex,Male,33.9,,,,
2012,KIR,Sex,Male,34,,,,
2013,KIR,Sex,Male,34.1,,,,
2014,KIR,Sex,Male,34.2,,,,
2015,KIR,Sex,Male,34.3,,,,
2016,KIR,Sex,Male,34.5,,,,
2017,KIR,Sex,Male,34.6,,,,
2018,KIR,Sex,Male,34.7,,,,
2019,KIR,Sex,Male,34.9,,,,
2020,KIR,Sex,Male,35,,,,
2021,KIR,Sex,Male,35.2,,,,
2022,KIR,Sex,Male,35.4,,,,
2000,KIR,All,Total,38.3,,,,
2001,KIR,All,Total,38.8,,,,
2002,KIR,All,Total,39.3,,,,
2003,KIR,All,Total,39.8,,,,
2004,KIR,All,Total,40.2,,,,
2005,KIR,All,Total,40.7,,,,
2006,KIR,All,Total,41.1,,,,
2007,KIR,All,Total,41.5,,,,
2008,KIR,All,Total,41.8,,,,
2009,KIR,All,Total,42.2,,,,
2010,KIR,All,Total,42.5,,,,
2011,KIR,All,Total,42.9,,,,
2012,KIR,All,Total,43.2,,,,
2013,KIR,All,Total,43.5,,,,
2014,KIR,All,Total,43.8,,,,
2015,KIR,All,Total,44.1,,,,
2016,KIR,All,Total,44.4,,,,
2017,KIR,All,Total,44.7,,,,
2018,KIR,All,Total,45,,,,
2019,KIR,All,Total,45.3,,,,
2020,KIR,All,Total,45.7,,,,
2021,KIR,All,Total,46,,,,
2022,KIR,All,Total,46.3,,,,
2000,KNA,Sex,Female,35.4,,,,
2001,KNA,Sex,Female,36.4,,,,
2002,KNA,Sex,Female,37.4,,,,
2003,KNA,Sex,Female,38.4,,,,
2004,KNA,Sex,Female,39.4,,,,
2005,KNA,Sex,Female,40.3,,,,
2006,KNA,Sex,Female,41.2,,,,
2007,KNA,Sex,Female,42.1,,,,
2008,KNA,Sex,Female,43,,,,
2009,KNA,Sex,Female,43.9,,,,
2010,KNA,Sex,Female,44.7,,,,
2011,KNA,Sex,Female,45.6,,,,
2012,KNA,Sex,Female,46.4,,,,
2013,KNA,Sex,Female,47.2,,,,
2014,KNA,Sex,Female,48,,,,
2015,KNA,Sex,Female,48.7,,,,
2016,KNA,Sex,Female,49.5,,,,
2017,KNA,Sex,Female,50.3,,,,
2018,KNA,Sex,Female,51,,,,
2019,KNA,Sex,Female,51.7,,,,
2020,KNA,Sex,Female,52.4,,,,
2021,KNA,Sex,Female,53.2,,,,
2022,KNA,Sex,Female,53.9,,,,
2000,KNA,Sex,Male,21.6,,,,
2001,KNA,Sex,Male,22.5,,,,
2002,KNA,Sex,Male,23.4,,,,
2003,KNA,Sex,Male,24.3,,,,
2004,KNA,Sex,Male,25.2,,,,
2005,KNA,Sex,Male,26,,,,
2006,KNA,Sex,Male,26.8,,,,
2007,KNA,Sex,Male,27.5,,,,
2008,KNA,Sex,Male,28.3,,,,
2009,KNA,Sex,Male,28.9,,,,
2010,KNA,Sex,Male,29.6,,,,
2011,KNA,Sex,Male,30.2,,,,
2012,KNA,Sex,Male,30.8,,,,
2013,KNA,Sex,Male,31.4,,,,
2014,KNA,Sex,Male,31.9,,,,
2015,KNA,Sex,Male,32.5,,,,
2016,KNA,Sex,Male,33.1,,,,
2017,KNA,Sex,Male,33.7,,,,
2018,KNA,Sex,Male,34.3,,,,
2019,KNA,Sex,Male,34.9,,,,
2020,KNA,Sex,Male,35.5,,,,
2021,KNA,Sex,Male,36.1,,,,
2022,KNA,Sex,Male,36.7,,,,
2000,KNA,All,Total,28.6,,,,
2001,KNA,All,Total,29.6,,,,
2002,KNA,All,Total,30.5,,,,
2003,KNA,All,Total,31.5,,,,
2004,KNA,All,Total,32.4,,,,
2005,KNA,All,Total,33.3,,,,
2006,KNA,All,Total,34.1,,,,
2007,KNA,All,Total,34.9,,,,
2008,KNA,All,Total,35.7,,,,
2009,KNA,All,Total,36.5,,,,
2010,KNA,All,Total,37.3,,,,
2011,KNA,All,Total,38,,,,
2012,KNA,All,Total,38.7,,,,
2013,KNA,All,Total,39.4,,,,
2014,KNA,All,Total,40.1,,,,
2015,KNA,All,Total,40.8,,,,
2016,KNA,All,Total,41.5,,,,
2017,KNA,All,Total,42.2,,,,
2018,KNA,All,Total,42.9,,,,
2019,KNA,All,Total,43.6,,,,
2020,KNA,All,Total,44.3,,,,
2021,KNA,All,Total,45,,,,
2022,KNA,All,Total,45.6,,,,
2000,KOR,Sex,Female,2.8,,,,
2001,KOR,Sex,Female,2.9,,,,
2002,KOR,Sex,Female,3,,,,
2003,KOR,Sex,Female,3.1,,,,
2004,KOR,Sex,Female,3.2,,,,
2005,KOR,Sex,Female,3.2,,,,
2006,KOR,Sex,Female,3.3,,,,
2007,KOR,Sex,Female,3.4,,,,
2008,KOR,Sex,Female,3.5,,,,
2009,KOR,Sex,Female,3.6,,,,
2010,KOR,Sex,Female,3.7,,,,
2011,KOR,Sex,Female,3.8,,,,
2012,KOR,Sex,Female,4,,,,
2013,KOR,Sex,Female,4.1,,,,
2014,KOR,Sex,Female,4.2,,,,
2015,KOR,Sex,Female,4.4,,,,
2016,KOR,Sex,Female,4.5,,,,
2017,KOR,Sex,Female,4.7,,,,
2018,KOR,Sex,Female,4.8,,,,
2019,KOR,Sex,Female,5,,,,
2020,KOR,Sex,Female,5.2,,,,
2021,KOR,Sex,Female,5.4,,,,
2022,KOR,Sex,Female,5.6,,,,
2000,KOR,Sex,Male,1.7,,,,
2001,KOR,Sex,Male,1.9,,,,
2002,KOR,Sex,Male,2,,,,
2003,KOR,Sex,Male,2.2,,,,
2004,KOR,Sex,Male,2.4,,,,
2005,KOR,Sex,Male,2.5,,,,
2006,KOR,Sex,Male,2.7,,,,
2007,KOR,Sex,Male,2.9,,,,
2008,KOR,Sex,Male,3.2,,,,
2009,KOR,Sex,Male,3.4,,,,
2010,KOR,Sex,Male,3.6,,,,
2011,KOR,Sex,Male,3.9,,,,
2012,KOR,Sex,Male,4.1,,,,
2013,KOR,Sex,Male,4.4,,,,
2014,KOR,Sex,Male,4.8,,,,
2015,KOR,Sex,Male,5.1,,,,
2016,KOR,Sex,Male,5.5,,,,
2017,KOR,Sex,Male,6,,,,
2018,KOR,Sex,Male,6.5,,,,
2019,KOR,Sex,Male,7,,,,
2020,KOR,Sex,Male,7.6,,,,
2021,KOR,Sex,Male,8.2,,,,
2022,KOR,Sex,Male,8.8,,,,
2000,KOR,All,Total,2.3,,,,
2001,KOR,All,Total,2.4,,,,
2002,KOR,All,Total,2.5,,,,
2003,KOR,All,Total,2.7,,,,
2004,KOR,All,Total,2.8,,,,
2005,KOR,All,Total,2.9,,,,
2006,KOR,All,Total,3.1,,,,
2007,KOR,All,Total,3.2,,,,
2008,KOR,All,Total,3.4,,,,
2009,KOR,All,Total,3.6,,,,
2010,KOR,All,Total,3.7,,,,
2011,KOR,All,Total,3.9,,,,
2012,KOR,All,Total,4.1,,,,
2013,KOR,All,Total,4.3,,,,
2014,KOR,All,Total,4.6,,,,
2015,KOR,All,Total,4.8,,,,
2016,KOR,All,Total,5.1,,,,
2017,KOR,All,Total,5.4,,,,
2018,KOR,All,Total,5.7,,,,
2019,KOR,All,Total,6.1,,,,
2020,KOR,All,Total,6.5,,,,
2021,KOR,All,Total,6.9,,,,
2022,KOR,All,Total,7.3,,,,
2000,KWT,Sex,Female,45,,,,
2001,KWT,Sex,Female,45.6,,,,
2002,KWT,Sex,Female,46,,,,
2003,KWT,Sex,Female,46.4,,,,
2004,KWT,Sex,Female,46.8,,,,
2005,KWT,Sex,Female,47,,,,
2006,KWT,Sex,Female,47.2,,,,
2007,KWT,Sex,Female,47.3,,,,
2008,KWT,Sex,Female,47.4,,,,
2009,KWT,Sex,Female,47.5,,,,
2010,KWT,Sex,Female,47.6,,,,
2011,KWT,Sex,Female,47.6,,,,
2012,KWT,Sex,Female,47.7,,,,
2013,KWT,Sex,Female,47.8,,,,
2014,KWT,Sex,Female,47.9,,,,
2015,KWT,Sex,Female,47.9,,,,
2016,KWT,Sex,Female,48,,,,
2017,KWT,Sex,Female,48.1,,,,
2018,KWT,Sex,Female,48.1,,,,
2019,KWT,Sex,Female,48.2,,,,
2020,KWT,Sex,Female,48.2,,,,
2021,KWT,Sex,Female,48.2,,,,
2022,KWT,Sex,Female,48.3,,,,
2000,KWT,Sex,Male,29.4,,,,
2001,KWT,Sex,Male,30.3,,,,
2002,KWT,Sex,Male,31.1,,,,
2003,KWT,Sex,Male,31.8,,,,
2004,KWT,Sex,Male,32.5,,,,
2005,KWT,Sex,Male,33.1,,,,
2006,KWT,Sex,Male,33.7,,,,
2007,KWT,Sex,Male,34.1,,,,
2008,KWT,Sex,Male,34.5,,,,
2009,KWT,Sex,Male,34.9,,,,
2010,KWT,Sex,Male,35.3,,,,
2011,KWT,Sex,Male,35.6,,,,
2012,KWT,Sex,Male,35.9,,,,
2013,KWT,Sex,Male,36.2,,,,
2014,KWT,Sex,Male,36.5,,,,
2015,KWT,Sex,Male,36.8,,,,
2016,KWT,Sex,Male,37.1,,,,
2017,KWT,Sex,Male,37.3,,,,
2018,KWT,Sex,Male,37.4,,,,
2019,KWT,Sex,Male,37.6,,,,
2020,KWT,Sex,Male,37.7,,,,
2021,KWT,Sex,Male,37.9,,,,
2022,KWT,Sex,Male,38.1,,,,
2000,KWT,All,Total,35.5,,,,
2001,KWT,All,Total,36.2,,,,
2002,KWT,All,Total,36.9,,,,
2003,KWT,All,Total,37.5,,,,
2004,KWT,All,Total,38.1,,,,
2005,KWT,All,Total,38.5,,,,
2006,KWT,All,Total,39,,,,
2007,KWT,All,Total,39.4,,,,
2008,KWT,All,Total,39.7,,,,
2009,KWT,All,Total,40,,,,
2010,KWT,All,Total,40.3,,,,
2011,KWT,All,Total,40.6,,,,
2012,KWT,All,Total,40.7,,,,
2013,KWT,All,Total,40.8,,,,
2014,KWT,All,Total,40.9,,,,
2015,KWT,All,Total,40.9,,,,
2016,KWT,All,Total,40.9,,,,
2017,KWT,All,Total,41,,,,
2018,KWT,All,Total,41,,,,
2019,KWT,All,Total,41.1,,,,
2020,KWT,All,Total,41.2,,,,
2021,KWT,All,Total,41.3,,,,
2022,KWT,All,Total,41.4,,,,
2000,LAO,Sex,Female,3.2,,,,
2001,LAO,Sex,Female,3.4,,,,
2002,LAO,Sex,Female,3.6,,,,
2003,LAO,Sex,Female,3.7,,,,
2004,LAO,Sex,Female,3.9,,,,
2005,LAO,Sex,Female,4.1,,,,
2006,LAO,Sex,Female,4.4,,,,
2007,LAO,Sex,Female,4.6,,,,
2008,LAO,Sex,Female,4.9,,,,
2009,LAO,Sex,Female,5.1,,,,
2010,LAO,Sex,Female,5.4,,,,
2011,LAO,Sex,Female,5.7,,,,
2012,LAO,Sex,Female,6,,,,
2013,LAO,Sex,Female,6.4,,,,
2014,LAO,Sex,Female,6.7,,,,
2015,LAO,Sex,Female,7.1,,,,
2016,LAO,Sex,Female,7.5,,,,
2017,LAO,Sex,Female,7.9,,,,
2018,LAO,Sex,Female,8.3,,,,
2019,LAO,Sex,Female,8.7,,,,
2020,LAO,Sex,Female,9.2,,,,
2021,LAO,Sex,Female,9.7,,,,
2022,LAO,Sex,Female,10.1,,,,
2000,LAO,Sex,Male,1.6,,,,
2001,LAO,Sex,Male,1.7,,,,
2002,LAO,Sex,Male,1.8,,,,
2003,LAO,Sex,Male,1.9,,,,
2004,LAO,Sex,Male,2.1,,,,
2005,LAO,Sex,Male,2.2,,,,
2006,LAO,Sex,Male,2.4,,,,
2007,LAO,Sex,Male,2.6,,,,
2008,LAO,Sex,Male,2.7,,,,
2009,LAO,Sex,Male,2.9,,,,
2010,LAO,Sex,Male,3.1,,,,
2011,LAO,Sex,Male,3.2,,,,
2012,LAO,Sex,Male,3.4,,,,
2013,LAO,Sex,Male,3.6,,,,
2014,LAO,Sex,Male,3.8,,,,
2015,LAO,Sex,Male,4,,,,
2016,LAO,Sex,Male,4.2,,,,
2017,LAO,Sex,Male,4.4,,,,
2018,LAO,Sex,Male,4.7,,,,
2019,LAO,Sex,Male,4.9,,,,
2020,LAO,Sex,Male,5.2,,,,
2021,LAO,Sex,Male,5.5,,,,
2022,LAO,Sex,Male,5.9,,,,
2000,LAO,All,Total,2.4,,,,
2001,LAO,All,Total,2.5,,,,
2002,LAO,All,Total,2.7,,,,
2003,LAO,All,Total,2.9,,,,
2004,LAO,All,Total,3,,,,
2005,LAO,All,Total,3.2,,,,
2006,LAO,All,Total,3.4,,,,
2007,LAO,All,Total,3.6,,,,
2008,LAO,All,Total,3.8,,,,
2009,LAO,All,Total,4,,,,
2010,LAO,All,Total,4.2,,,,
2011,LAO,All,Total,4.5,,,,
2012,LAO,All,Total,4.7,,,,
2013,LAO,All,Total,5,,,,
2014,LAO,All,Total,5.2,,,,
2015,LAO,All,Total,5.5,,,,
2016,LAO,All,Total,5.8,,,,
2017,LAO,All,Total,6.2,,,,
2018,LAO,All,Total,6.5,,,,
2019,LAO,All,Total,6.9,,,,
2020,LAO,All,Total,7.2,,,,
2021,LAO,All,Total,7.6,,,,
2022,LAO,All,Total,8,,,,
2000,LBN,Sex,Female,21.6,,,,
2001,LBN,Sex,Female,22.1,,,,
2002,LBN,Sex,Female,22.6,,,,
2003,LBN,Sex,Female,23.1,,,,
2004,LBN,Sex,Female,23.6,,,,
2005,LBN,Sex,Female,24,,,,
2006,LBN,Sex,Female,24.4,,,,
2007,LBN,Sex,Female,24.8,,,,
2008,LBN,Sex,Female,25.2,,,,
2009,LBN,Sex,Female,25.6,,,,
2010,LBN,Sex,Female,26,,,,
2011,LBN,Sex,Female,26.4,,,,
2012,LBN,Sex,Female,26.8,,,,
2013,LBN,Sex,Female,27.2,,,,
2014,LBN,Sex,Female,27.5,,,,
2015,LBN,Sex,Female,27.9,,,,
2016,LBN,Sex,Female,28.3,,,,
2017,LBN,Sex,Female,28.7,,,,
2018,LBN,Sex,Female,29.1,,,,
2019,LBN,Sex,Female,29.5,,,,
2020,LBN,Sex,Female,29.8,,,,
2021,LBN,Sex,Female,30.2,,,,
2022,LBN,Sex,Female,30.5,,,,
2000,LBN,Sex,Male,18.2,,,,
2001,LBN,Sex,Male,18.9,,,,
2002,LBN,Sex,Male,19.6,,,,
2003,LBN,Sex,Male,20.2,,,,
2004,LBN,Sex,Male,20.9,,,,
2005,LBN,Sex,Male,21.5,,,,
2006,LBN,Sex,Male,22.1,,,,
2007,LBN,Sex,Male,22.7,,,,
2008,LBN,Sex,Male,23.3,,,,
2009,LBN,Sex,Male,23.8,,,,
2010,LBN,Sex,Male,24.3,,,,
2011,LBN,Sex,Male,24.7,,,,
2012,LBN,Sex,Male,25.1,,,,
2013,LBN,Sex,Male,25.5,,,,
2014,LBN,Sex,Male,25.9,,,,
2015,LBN,Sex,Male,26.3,,,,
2016,LBN,Sex,Male,26.7,,,,
2017,LBN,Sex,Male,27.1,,,,
2018,LBN,Sex,Male,27.4,,,,
2019,LBN,Sex,Male,27.7,,,,
2020,LBN,Sex,Male,28,,,,
2021,LBN,Sex,Male,28.3,,,,
2022,LBN,Sex,Male,28.7,,,,
2000,LBN,All,Total,20.1,,,,
2001,LBN,All,Total,20.7,,,,
2002,LBN,All,Total,21.3,,,,
2003,LBN,All,Total,21.9,,,,
2004,LBN,All,Total,22.5,,,,
2005,LBN,All,Total,23,,,,
2006,LBN,All,Total,23.5,,,,
2007,LBN,All,Total,24,,,,
2008,LBN,All,Total,24.5,,,,
2009,LBN,All,Total,25,,,,
2010,LBN,All,Total,25.4,,,,
2011,LBN,All,Total,25.8,,,,
2012,LBN,All,Total,26.2,,,,
2013,LBN,All,Total,26.6,,,,
2014,LBN,All,Total,27,,,,
2015,LBN,All,Total,27.4,,,,
2016,LBN,All,Total,27.7,,,,
2017,LBN,All,Total,28.1,,,,
2018,LBN,All,Total,28.4,,,,
2019,LBN,All,Total,28.7,,,,
2020,LBN,All,Total,29.1,,,,
2021,LBN,All,Total,29.4,,,,
2022,LBN,All,Total,29.8,,,,
2000,LBR,Sex,Female,6.7,,,,
2001,LBR,Sex,Female,7.2,,,,
2002,LBR,Sex,Female,7.8,,,,
2003,LBR,Sex,Female,8.3,,,,
2004,LBR,Sex,Female,8.9,,,,
2005,LBR,Sex,Female,9.5,,,,
2006,LBR,Sex,Female,10.1,,,,
2007,LBR,Sex,Female,10.7,,,,
2008,LBR,Sex,Female,11.3,,,,
2009,LBR,Sex,Female,11.9,,,,
2010,LBR,Sex,Female,12.4,,,,
2011,LBR,Sex,Female,13,,,,
2012,LBR,Sex,Female,13.6,,,,
2013,LBR,Sex,Female,14.1,,,,
2014,LBR,Sex,Female,14.7,,,,
2015,LBR,Sex,Female,15.4,,,,
2016,LBR,Sex,Female,16,,,,
2017,LBR,Sex,Female,16.8,,,,
2018,LBR,Sex,Female,17.5,,,,
2019,LBR,Sex,Female,18.3,,,,
2020,LBR,Sex,Female,19.2,,,,
2021,LBR,Sex,Female,20.1,,,,
2022,LBR,Sex,Female,21,,,,
2000,LBR,Sex,Male,2.9,,,,
2001,LBR,Sex,Male,3.2,,,,
2002,LBR,Sex,Male,3.5,,,,
2003,LBR,Sex,Male,3.8,,,,
2004,LBR,Sex,Male,4.1,,,,
2005,LBR,Sex,Male,4.4,,,,
2006,LBR,Sex,Male,4.8,,,,
2007,LBR,Sex,Male,5.1,,,,
2008,LBR,Sex,Male,5.4,,,,
2009,LBR,Sex,Male,5.8,,,,
2010,LBR,Sex,Male,6.1,,,,
2011,LBR,Sex,Male,6.4,,,,
2012,LBR,Sex,Male,6.7,,,,
2013,LBR,Sex,Male,7.1,,,,
2014,LBR,Sex,Male,7.5,,,,
2015,LBR,Sex,Male,7.9,,,,
2016,LBR,Sex,Male,8.4,,,,
2017,LBR,Sex,Male,8.9,,,,
2018,LBR,Sex,Male,9.6,,,,
2019,LBR,Sex,Male,10.3,,,,
2020,LBR,Sex,Male,11,,,,
2021,LBR,Sex,Male,11.9,,,,
2022,LBR,Sex,Male,12.8,,,,
2000,LBR,All,Total,4.9,,,,
2001,LBR,All,Total,5.3,,,,
2002,LBR,All,Total,5.7,,,,
2003,LBR,All,Total,6.2,,,,
2004,LBR,All,Total,6.6,,,,
2005,LBR,All,Total,7.1,,,,
2006,LBR,All,Total,7.6,,,,
2007,LBR,All,Total,8,,,,
2008,LBR,All,Total,8.5,,,,
2009,LBR,All,Total,9,,,,
2010,LBR,All,Total,9.4,,,,
2011,LBR,All,Total,9.8,,,,
2012,LBR,All,Total,10.3,,,,
2013,LBR,All,Total,10.7,,,,
2014,LBR,All,Total,11.2,,,,
2015,LBR,All,Total,11.8,,,,
2016,LBR,All,Total,12.4,,,,
2017,LBR,All,Total,13,,,,
2018,LBR,All,Total,13.7,,,,
2019,LBR,All,Total,14.4,,,,
2020,LBR,All,Total,15.2,,,,
2021,LBR,All,Total,16.1,,,,
2022,LBR,All,Total,17,,,,
2000,LBY,Sex,Female,34.2,,,,
2001,LBY,Sex,Female,34.9,,,,
2002,LBY,Sex,Female,35.6,,,,
2003,LBY,Sex,Female,36.3,,,,
2004,LBY,Sex,Female,36.9,,,,
2005,LBY,Sex,Female,37.5,,,,
2006,LBY,Sex,Female,38.1,,,,
2007,LBY,Sex,Female,38.6,,,,
2008,LBY,Sex,Female,39.1,,,,
2009,LBY,Sex,Female,39.7,,,,
2010,LBY,Sex,Female,40.2,,,,
2011,LBY,Sex,Female,40.7,,,,
2012,LBY,Sex,Female,41.2,,,,
2013,LBY,Sex,Female,41.7,,,,
2014,LBY,Sex,Female,42.2,,,,
2015,LBY,Sex,Female,42.7,,,,
2016,LBY,Sex,Female,43.2,,,,
2017,LBY,Sex,Female,43.7,,,,
2018,LBY,Sex,Female,44.2,,,,
2019,LBY,Sex,Female,44.6,,,,
2020,LBY,Sex,Female,45.1,,,,
2021,LBY,Sex,Female,45.5,,,,
2022,LBY,Sex,Female,45.9,,,,
2000,LBY,Sex,Male,16.1,,,,
2001,LBY,Sex,Male,16.7,,,,
2002,LBY,Sex,Male,17.4,,,,
2003,LBY,Sex,Male,18,,,,
2004,LBY,Sex,Male,18.5,,,,
2005,LBY,Sex,Male,19.1,,,,
2006,LBY,Sex,Male,19.7,,,,
2007,LBY,Sex,Male,20.2,,,,
2008,LBY,Sex,Male,20.8,,,,
2009,LBY,Sex,Male,21.3,,,,
2010,LBY,Sex,Male,21.8,,,,
2011,LBY,Sex,Male,22.3,,,,
2012,LBY,Sex,Male,22.8,,,,
2013,LBY,Sex,Male,23.2,,,,
2014,LBY,Sex,Male,23.7,,,,
2015,LBY,Sex,Male,24.2,,,,
2016,LBY,Sex,Male,24.7,,,,
2017,LBY,Sex,Male,25.1,,,,
2018,LBY,Sex,Male,25.5,,,,
2019,LBY,Sex,Male,25.9,,,,
2020,LBY,Sex,Male,26.4,,,,
2021,LBY,Sex,Male,26.8,,,,
2022,LBY,Sex,Male,27.2,,,,
2000,LBY,All,Total,24.3,,,,
2001,LBY,All,Total,25,,,,
2002,LBY,All,Total,25.8,,,,
2003,LBY,All,Total,26.6,,,,
2004,LBY,All,Total,27.4,,,,
2005,LBY,All,Total,28.1,,,,
