geo,disagg,year,value
MKD,Male,2011,26.1
MKD,Male,2012,26.4
MKD,Male,2013,27.3
MKD,Male,2014,27.9
MKD,Male,2015,28.3
MKD,Male,2016,29.7
MKD,Male,2017,30.6
MKD,Male,2018,31.2
MKD,Male,2019,32.9
NOR,Male,2010,42.5
NOR,Male,2011,42
NOR,Male,2012,42.3
NOR,Male,2013,42.1
NOR,Male,2014,38.1
NOR,Male,2015,38.1
NOR,Male,2016,37.1
NOR,Male,2017,36.5
NOR,Male,2018,36.7
NOR,Male,2019,36.6
PSE,Male,2010,29.8
PSE,Male,2011,32.3
PSE,Male,2012,32.6
PSE,Male,2013,32.6
PSE,Male,2014,32.2
PSE,Male,2015,33
PSE,Male,2016,33
PSE,Male,2017,32.6
PSE,Male,2018,33.1
PSE,Male,2019,34
OMN,Male,2010,62.2
OMN,Male,2011,50.1
OMN,Male,2012,50.6
OMN,Male,2016,58.6
OMN,Male,2017,58.4
OMN,Male,2018,58
OMN,Male,2019,57.8
PAK,Male,2010,26.9
PAK,Male,2011,26.3
PAK,Male,2012,36
PAK,Male,2013,26.2
PAK,Male,2014,27.4
PAK,Male,2015,27.6
PAK,Male,2016,32.9
PAK,Male,2018,28.8
PAK,Male,2019,30.2
PAN,Male,2010,43.4
PAN,Male,2011,43.5
PAN,Male,2012,43.7
PAN,Male,2013,44.7
PAN,Male,2014,44
PAN,Male,2015,43.9
PAN,Male,2016,44.3
PAN,Male,2017,44.3
PAN,Male,2018,44.4
PAN,Male,2019,43.9
PNG,Male,2010,6.9
PRY,Male,2010,35.4
PRY,Male,2011,36
PRY,Male,2012,36.4
PRY,Male,2013,36.3
PRY,Male,2014,35.7
PRY,Male,2015,36.3
PRY,Male,2016,39.9
PRY,Male,2017,39.4
PRY,Male,2018,39.2
PRY,Male,2019,39.6
PER,Male,2010,37.4
PER,Male,2011,37.3
PER,Male,2012,37.6
PER,Male,2013,37.4
PER,Male,2014,36.8
PER,Male,2015,36.5
PER,Male,2016,36.4
PER,Male,2017,39
PER,Male,2018,40
PER,Male,2019,40.7
PHL,Male,2010,23.4
PHL,Male,2011,23.8
PHL,Male,2012,24
PHL,Male,2013,24.3
PHL,Male,2014,25.5
PHL,Male,2015,24.9
PHL,Male,2016,23.1
PHL,Male,2017,23.3
PHL,Male,2018,22.9
PHL,Male,2019,22.8
POL,Male,2010,30.1
POL,Male,2011,31
POL,Male,2012,33.3
POL,Male,2013,33.4
POL,Male,2014,34.1
POL,Male,2015,34.5
POL,Male,2016,35.4
POL,Male,2017,36.2
POL,Male,2018,37.1
POL,Male,2019,40.1
PRT,Male,2010,40.2
PRT,Male,2011,37
PRT,Male,2012,35.2
PRT,Male,2013,34.4
PRT,Male,2014,35.7
PRT,Male,2015,36.7
PRT,Male,2016,38.2
PRT,Male,2017,39.9
PRT,Male,2018,41
PRT,Male,2019,42.2
PRI,Male,2015,27.6
QAT,Male,2010,65.9
QAT,Male,2011,71.2
QAT,Male,2012,72.7
QAT,Male,2013,67.6
QAT,Male,2016,62
QAT,Male,2017,60.2
QAT,Male,2018,60.4
QAT,Male,2019,61.2
KOR,Male,2010,49.6
KOR,Male,2011,50.2
KOR,Male,2012,50.9
KOR,Male,2013,51.3
KOR,Male,2014,52
KOR,Male,2015,51.9
KOR,Male,2016,51.8
KOR,Male,2017,51.4
KOR,Male,2018,50.8
KOR,Male,2019,50.4
MDA,Male,2010,18.9
MDA,Male,2011,19.7
MDA,Male,2012,19.7
MDA,Male,2013,19.7
MDA,Male,2014,24.9
MDA,Male,2015,25.3
MDA,Male,2016,25.9
MDA,Male,2017,25.8
MDA,Male,2018,26.4
MDA,Male,2019,28.2
ROU,Male,2010,29.5
ROU,Male,2011,28.4
ROU,Male,2012,29.2
ROU,Male,2013,29
ROU,Male,2014,29.4
ROU,Male,2015,28.7
ROU,Male,2016,28.8
ROU,Male,2017,30.7
ROU,Male,2018,31.6
ROU,Male,2019,31.4
RUS,Male,2010,47.4
RUS,Male,2011,48.2
RUS,Male,2012,49.2
RUS,Male,2013,49.2
RUS,Male,2014,49.8
RUS,Male,2015,48.9
RUS,Male,2016,48.9
RUS,Male,2017,46.4
RUS,Male,2018,46.6
RUS,Male,2019,46.2
RWA,Male,2010,9.7
RWA,Male,2014,8.6
RWA,Male,2017,9.8
RWA,Male,2018,10.2
RWA,Male,2019,10.5
LCA,Male,2017,33.9
LCA,Male,2018,33.3
LCA,Male,2019,34.1
WSM,Male,2012,12.5
WSM,Male,2014,12.8
WSM,Male,2017,10.5
STP,Male,2017,30.4
SEN,Male,2011,20.5
SEN,Male,2015,20.2
SEN,Male,2016,22.1
SEN,Male,2017,22.1
SEN,Male,2018,21.7
SEN,Male,2019,19.3
SRB,Male,2010,27.1
SRB,Male,2011,25.8
SRB,Male,2012,25.4
SRB,Male,2013,28.5
SRB,Male,2014,30.1
SRB,Male,2015,30.1
SRB,Male,2016,31.5
SRB,Male,2017,32.5
SRB,Male,2018,34.2
SRB,Male,2019,34.9
SLE,Male,2010,8.2
SLE,Male,2014,12.1
SLE,Male,2018,7.1
SGP,Male,2010,79.8
SGP,Male,2011,81.1
SGP,Male,2012,82.8
SGP,Male,2013,83.3
SGP,Male,2014,83.7
SGP,Male,2015,85.5
SGP,Male,2016,84.9
SGP,Male,2017,84.5
SGP,Male,2018,84.4
SGP,Male,2019,84.6
SVK,Male,2010,28.4
SVK,Male,2011,29.1
SVK,Male,2012,32
SVK,Male,2013,31.9
SVK,Male,2014,31.1
SVK,Male,2015,31.1
SVK,Male,2016,32.9
SVK,Male,2017,33.9
SVK,Male,2018,34.9
SVK,Male,2019,35
SVN,Male,2010,29.9
SVN,Male,2011,29.7
SVN,Male,2012,26.8
SVN,Male,2013,26.2
SVN,Male,2014,26
SVN,Male,2015,27.1
SVN,Male,2016,28.3
SVN,Male,2017,30.7
SVN,Male,2018,32
SVN,Male,2019,31.7
ZAF,Male,2010,30.2
ZAF,Male,2011,30.2
ZAF,Male,2012,30
ZAF,Male,2013,29.8
ZAF,Male,2014,29.7
ZAF,Male,2015,28.5
ZAF,Male,2016,28.1
ZAF,Male,2017,28.6
ZAF,Male,2018,28.5
ZAF,Male,2019,27.9
ESP,Male,2010,37.1
ESP,Male,2011,36
ESP,Male,2012,34.4
ESP,Male,2013,33.6
ESP,Male,2014,34.4
ESP,Male,2015,35
ESP,Male,2016,35.5
ESP,Male,2017,39.3
ESP,Male,2018,42.8
ESP,Male,2019,42.9
LKA,Male,2010,7.5
LKA,Male,2011,8.2
LKA,Male,2012,10.4
LKA,Male,2013,10.3
LKA,Male,2014,9.7
LKA,Male,2015,9.9
LKA,Male,2016,10.3
LKA,Male,2017,10.6
LKA,Male,2018,10.2
LKA,Male,2019,10.3
SDN,Male,2011,16.3
SUR,Male,2010,53.3
SUR,Male,2011,53.2
SUR,Male,2012,53.1
SUR,Male,2013,54.8
SUR,Male,2014,55.6
SUR,Male,2015,55.3
SUR,Male,2016,37.4
SWE,Male,2010,25.1
SWE,Male,2011,25.4
SWE,Male,2012,45
SWE,Male,2013,45.4
SWE,Male,2014,45.6
SWE,Male,2015,45.7
SWE,Male,2016,46
SWE,Male,2017,46.3
SWE,Male,2018,46.3
SWE,Male,2019,46.2
CHE,Male,2010,55.9
CHE,Male,2011,56.9
CHE,Male,2012,50
CHE,Male,2013,50.1
CHE,Male,2014,50.3
CHE,Male,2015,50.6
CHE,Male,2016,50.7
CHE,Male,2017,54.3
CHE,Male,2018,54.2
CHE,Male,2019,54.1
TWN,Male,2010,41
TWN,Male,2011,41.6
TWN,Male,2012,41.8
TWN,Male,2013,41.6
TWN,Male,2014,41.6
TWN,Male,2015,41.7
TWN,Male,2016,41.6
TWN,Male,2017,41.9
TWN,Male,2018,42
TWN,Male,2019,41.9
TJK,Male,2010,26.6
TJK,Male,2016,29.8
TZA,Male,2010,6.7
TZA,Male,2011,7.4
TZA,Male,2012,8.3
TZA,Male,2013,9.3
TZA,Male,2014,12.4
THA,Male,2010,19.3
THA,Male,2011,19.6
THA,Male,2012,19.1
THA,Male,2013,20.1
THA,Male,2014,27.1
THA,Male,2015,27.1
THA,Male,2016,26.6
THA,Male,2017,26.1
THA,Male,2018,26.2
THA,Male,2019,25.8
TLS,Male,2010,11.4
TLS,Male,2013,10.3
TLS,Male,2016,9.9
TGO,Male,2010,19.2
TGO,Male,2011,25.1
TGO,Male,2013,18.8
TGO,Male,2014,18.5
TGO,Male,2015,15.3
TGO,Male,2017,26.3
TGO,Male,2018,1609.7
TGO,Male,2019,24.7
TTO,Male,2010,10.9
TTO,Male,2011,41
TTO,Male,2012,40.8
TTO,Male,2013,41.5
TTO,Male,2014,42
TTO,Male,2015,42.3
TTO,Male,2016,41.7
TTO,Male,2019,41.6
TUN,Male,2010,30.2
TUN,Male,2011,29.2
TUN,Male,2012,29.8
TUN,Male,2013,30
TUN,Male,2014,30.6
TUN,Male,2015,29.8
TUN,Male,2016,30.2
TUN,Male,2017,29.9
TUN,Male,2019,30.4
TUR,Male,2010,33.5
TUR,Male,2011,34.6
TUR,Male,2012,34.5
TUR,Male,2013,35
TUR,Male,2014,34.9
TUR,Male,2015,35.5
TUR,Male,2016,35.8
TUR,Male,2017,36.3
TUR,Male,2018,36.8
TUR,Male,2019,35.7
UGA,Male,2010,9.6
UGA,Male,2011,10.2
UGA,Male,2012,11
UGA,Male,2013,11.6
UGA,Male,2014,10.1
UGA,Male,2017,12
UGA,Male,2019,12.5
UKR,Male,2014,40.3
UKR,Male,2015,43.3
UKR,Male,2016,42.7
UKR,Male,2017,42.2
UKR,Male,2018,42.5
UKR,Male,2019,40
ARE,Male,2016,52.7
ARE,Male,2017,54
ARE,Male,2018,55.5
ARE,Male,2019,57.1
GBR,Male,2010,49.1
GBR,Male,2011,48.8
GBR,Male,2012,50.4
GBR,Male,2013,50.6
GBR,Male,2014,51.2
GBR,Male,2015,52.1
GBR,Male,2016,52.3
GBR,Male,2017,52.6
GBR,Male,2018,53.2
GBR,Male,2019,53.4
USA,Male,2010,47.1
USA,Male,2011,47.3
USA,Male,2012,48.3
USA,Male,2013,48.3
USA,Male,2014,48.6
USA,Male,2015,49.5
USA,Male,2016,50.1
USA,Male,2017,50.5
USA,Male,2018,50.7
USA,Male,2019,51.1
URY,Male,2010,53.7
URY,Male,2011,51.8
URY,Male,2012,55.2
URY,Male,2013,53.1
URY,Male,2014,53.1
URY,Male,2015,51.3
URY,Male,2016,50.8
URY,Male,2017,49.9
URY,Male,2018,49.4
URY,Male,2019,48.7
UZB,Male,2010,25.7
UZB,Male,2011,24.7
UZB,Male,2012,24.9
UZB,Male,2013,25.4
UZB,Male,2014,25.7
UZB,Male,2015,26.1
UZB,Male,2016,26.3
UZB,Male,2017,26.1
UZB,Male,2018,26.4
UZB,Male,2019,26.9
VUT,Male,2010,14.6
VUT,Male,2019,18
VEN,Male,2010,54
VEN,Male,2011,54.3
VEN,Male,2012,54.6
VEN,Male,2016,51.8
VEN,Male,2017,49.4
VNM,Male,2010,18.1
VNM,Male,2011,18.7
VNM,Male,2012,19.1
VNM,Male,2013,19.2
VNM,Male,2014,19.8
VNM,Male,2015,20.6
VNM,Male,2016,21.1
VNM,Male,2017,20.7
VNM,Male,2018,21.2
VNM,Male,2019,21.2
YEM,Male,2010,13
YEM,Male,2014,13
ZMB,Male,2010,11.2
ZMB,Male,2011,16.2
ZMB,Male,2012,15.5
ZMB,Male,2014,16.6
ZMB,Male,2015,12.8
ZMB,Male,2017,15.4
ZMB,Male,2018,15.1
ZMB,Male,2019,15.3
ZMB,Male,2019,19.1
