year,geo,value,disagg
2019,ZAF,2,Taxes and fees
2020,MAR,2,Taxes and fees
2020,ALB,3,Taxes and fees
2020,ARG,1,Taxes and fees
2020,ARM,1,Taxes and fees
2020,AUS,7,Taxes and fees
2020,AUT,4,Taxes and fees
2020,BEL,4,Taxes and fees
2020,BFA,1,Taxes and fees
2020,BGR,13,Taxes and fees
2020,BIH,6,Taxes and fees
2020,BRA,1,Taxes and fees
2020,BRN,13,Taxes and fees
2020,BWA,1,Taxes and fees
2020,CAN,10,Taxes and fees
2020,CHL,6,Taxes and fees
2020,CHN,3,Taxes and fees
2020,CIV,3,Taxes and fees
2020,COD,1,Taxes and fees
2020,COK,2,Taxes and fees
2020,COL,7,Taxes and fees
2020,CRI,13,Taxes and fees
2020,CYP,4,Taxes and fees
2020,CZE,6,Taxes and fees
2020,DEU,13,Taxes and fees
2020,DNK,9,Taxes and fees
2020,ESP,20,Taxes and fees
2020,EST,8,Taxes and fees
2020,FIN,7,Taxes and fees
2020,FRA,16,Taxes and fees
2020,GBR,2,Taxes and fees
2020,GNQ,1,Taxes and fees
2020,GRC,2,Taxes and fees
2020,HRV,12,Taxes and fees
2020,HUN,3,Taxes and fees
2020,IDN,5,Taxes and fees
2020,IRL,1,Taxes and fees
2020,ISL,6,Taxes and fees
2020,ISR,8,Taxes and fees
2020,JPN,3,Taxes and fees
2020,KEN,1,Taxes and fees
2020,KHM,5,Taxes and fees
2020,KOR,14,Taxes and fees
2020,LAO,5,Taxes and fees
2020,LTU,10,Taxes and fees
2020,LUX,1,Taxes and fees
2020,LVA,9,Taxes and fees
2020,MEX,5,Taxes and fees
2020,MHL,1,Taxes and fees
2020,MKD,2,Taxes and fees
2020,MLT,6,Taxes and fees
2020,MMR,9,Taxes and fees
2020,MNE,7,Taxes and fees
2020,MNG,1,Taxes and fees
2020,MOZ,3,Taxes and fees
2020,MRT,2,Taxes and fees
2020,MUS,1,Taxes and fees
2020,MYS,8,Taxes and fees
2020,NER,1,Taxes and fees
2020,NLD,4,Taxes and fees
2020,NOR,5,Taxes and fees
2020,NZL,3,Taxes and fees
2020,PAN,1,Taxes and fees
2020,PER,2,Taxes and fees
2020,PHL,12,Taxes and fees
2020,POL,10,Taxes and fees
2020,PRT,2,Taxes and fees
2020,PRY,1,Taxes and fees
2020,ROU,9,Taxes and fees
2020,RUS,1,Taxes and fees
2020,SGP,9,Taxes and fees
2020,SLB,1,Taxes and fees
2020,SOM,2,Taxes and fees
2020,SRB,9,Taxes and fees
2020,SVK,3,Taxes and fees
2020,SVN,4,Taxes and fees
2020,SWE,2,Taxes and fees
2020,SYC,3,Taxes and fees
2020,THA,8,Taxes and fees
2020,TKL,1,Taxes and fees
2020,TUR,2,Taxes and fees
2020,UKR,1,Taxes and fees
2020,USA,21,Taxes and fees
2020,VGB,1,Taxes and fees
2020,VNM,2,Taxes and fees
2020,ZAF,2,Taxes and fees
2021,MAR,2,Taxes and fees
2021,ALB,3,Taxes and fees
2021,ARG,1,Taxes and fees
2021,ARM,1,Taxes and fees
2021,AUS,7,Taxes and fees
2021,AUT,4,Taxes and fees
2021,BEL,4,Taxes and fees
2021,BFA,1,Taxes and fees
2021,BGR,13,Taxes and fees
2021,BIH,6,Taxes and fees
2021,BRA,1,Taxes and fees
2021,BRN,13,Taxes and fees
2021,BWA,1,Taxes and fees
2021,CAN,10,Taxes and fees
2021,CHL,6,Taxes and fees
2021,CHN,3,Taxes and fees
2021,CIV,3,Taxes and fees
2021,COD,1,Taxes and fees
2021,COK,2,Taxes and fees
2021,COL,7,Taxes and fees
2021,CRI,13,Taxes and fees
2021,CYP,4,Taxes and fees
2021,CZE,6,Taxes and fees
2021,DEU,13,Taxes and fees
2021,DNK,10,Taxes and fees
2021,ESP,20,Taxes and fees
2021,EST,8,Taxes and fees
2021,FIN,7,Taxes and fees
2021,FRA,16,Taxes and fees
2021,GBR,2,Taxes and fees
2021,GNQ,1,Taxes and fees
2021,GRC,2,Taxes and fees
2021,HRV,12,Taxes and fees
2021,HUN,3,Taxes and fees
2021,IDN,5,Taxes and fees
2021,IRL,1,Taxes and fees
2021,ISL,6,Taxes and fees
2021,ISR,8,Taxes and fees
2021,JPN,3,Taxes and fees
2021,KEN,1,Taxes and fees
2021,KHM,5,Taxes and fees
2021,KOR,14,Taxes and fees
2021,LAO,5,Taxes and fees
2021,LTU,10,Taxes and fees
2021,LUX,1,Taxes and fees
2021,LVA,9,Taxes and fees
2021,MEX,5,Taxes and fees
2021,MHL,1,Taxes and fees
2021,MKD,2,Taxes and fees
2021,MLT,6,Taxes and fees
2021,MMR,9,Taxes and fees
2021,MNE,7,Taxes and fees
2021,MNG,1,Taxes and fees
2021,MOZ,3,Taxes and fees
2021,MRT,2,Taxes and fees
2021,MUS,1,Taxes and fees
2021,MYS,8,Taxes and fees
2021,NER,1,Taxes and fees
2021,NLD,4,Taxes and fees
2021,NOR,7,Taxes and fees
2021,NZL,3,Taxes and fees
2021,PAN,1,Taxes and fees
2021,PER,2,Taxes and fees
2021,PHL,12,Taxes and fees
2021,POL,10,Taxes and fees
2021,PRT,3,Taxes and fees
2021,PRY,1,Taxes and fees
2021,ROU,9,Taxes and fees
2021,RUS,1,Taxes and fees
2021,SGP,9,Taxes and fees
2021,SLB,1,Taxes and fees
2021,SOM,2,Taxes and fees
2021,SRB,9,Taxes and fees
2021,SVK,3,Taxes and fees
2021,SVN,4,Taxes and fees
2021,SWE,2,Taxes and fees
2021,SYC,3,Taxes and fees
2021,THA,9,Taxes and fees
2021,TKL,1,Taxes and fees
2021,TUR,2,Taxes and fees
2021,UKR,1,Taxes and fees
2021,USA,21,Taxes and fees
2021,VGB,1,Taxes and fees
2021,VNM,3,Taxes and fees
2021,ZAF,2,Taxes and fees
2022,MAR,2,Taxes and fees
2022,ALB,3,Taxes and fees
2022,ARG,1,Taxes and fees
2022,ARM,1,Taxes and fees
2022,AUS,7,Taxes and fees
2022,AUT,4,Taxes and fees
2022,BEL,4,Taxes and fees
2022,BFA,1,Taxes and fees
2022,BGR,13,Taxes and fees
2022,BIH,6,Taxes and fees
2022,BRA,1,Taxes and fees
2022,BRN,13,Taxes and fees
2022,BWA,1,Taxes and fees
2022,CAN,10,Taxes and fees
2022,CHL,6,Taxes and fees
2022,CHN,3,Taxes and fees
2022,CIV,3,Taxes and fees
2022,COD,1,Taxes and fees
2022,COK,2,Taxes and fees
2022,COL,7,Taxes and fees
2022,CRI,13,Taxes and fees
2022,CYP,4,Taxes and fees
2022,CZE,6,Taxes and fees
2022,DEU,13,Taxes and fees
2022,DNK,10,Taxes and fees
2022,ESP,23,Taxes and fees
2022,EST,8,Taxes and fees
2022,FIN,7,Taxes and fees
2022,FRA,16,Taxes and fees
2022,GBR,2,Taxes and fees
2022,GNQ,1,Taxes and fees
2022,GRC,2,Taxes and fees
2022,HRV,12,Taxes and fees
2022,HUN,3,Taxes and fees
2022,IDN,5,Taxes and fees
2022,IRL,1,Taxes and fees
2022,ISL,6,Taxes and fees
2022,ISR,8,Taxes and fees
2022,JPN,3,Taxes and fees
2022,KEN,1,Taxes and fees
2022,KHM,5,Taxes and fees
2022,KOR,14,Taxes and fees
2022,LAO,5,Taxes and fees
2022,LTU,10,Taxes and fees
2022,LUX,1,Taxes and fees
2022,LVA,9,Taxes and fees
2022,MEX,5,Taxes and fees
2022,MHL,1,Taxes and fees
2022,MKD,2,Taxes and fees
2022,MLT,6,Taxes and fees
2022,MMR,9,Taxes and fees
2022,MNE,7,Taxes and fees
2022,MNG,1,Taxes and fees
2022,MOZ,3,Taxes and fees
2022,MRT,2,Taxes and fees
2022,MUS,1,Taxes and fees
2022,MYS,8,Taxes and fees
2022,NER,1,Taxes and fees
2022,NLD,4,Taxes and fees
2022,NOR,7,Taxes and fees
2022,NZL,3,Taxes and fees
2022,PAN,1,Taxes and fees
2022,PER,2,Taxes and fees
2022,PHL,12,Taxes and fees
2022,POL,10,Taxes and fees
2022,PRT,3,Taxes and fees
2022,PRY,1,Taxes and fees
2022,ROU,9,Taxes and fees
2022,RUS,1,Taxes and fees
2022,SGP,9,Taxes and fees
2022,SLB,1,Taxes and fees
2022,SOM,2,Taxes and fees
2022,SRB,9,Taxes and fees
2022,SVK,3,Taxes and fees
2022,SVN,4,Taxes and fees
2022,SWE,2,Taxes and fees
2022,SYC,3,Taxes and fees
2022,THA,9,Taxes and fees
2022,TKL,1,Taxes and fees
2022,TUR,2,Taxes and fees
2022,UKR,1,Taxes and fees
2022,USA,21,Taxes and fees
2022,VGB,1,Taxes and fees
2022,VNM,4,Taxes and fees
2022,ZAF,2,Taxes and fees
2023,MAR,2,Taxes and fees
2023,ALB,3,Taxes and fees
2023,ARG,1,Taxes and fees
2023,ARM,1,Taxes and fees
2023,AUS,8,Taxes and fees
2023,AUT,4,Taxes and fees
2023,BEL,4,Taxes and fees
2023,BFA,1,Taxes and fees
2023,BGR,13,Taxes and fees
2023,BIH,6,Taxes and fees
2023,BRA,1,Taxes and fees
2023,BRN,13,Taxes and fees
2023,BWA,1,Taxes and fees
2023,CAN,10,Taxes and fees
2023,CHL,6,Taxes and fees
2023,CHN,3,Taxes and fees
2023,CIV,3,Taxes and fees
2023,COD,1,Taxes and fees
2023,COK,2,Taxes and fees
2023,COL,7,Taxes and fees
2023,CRI,13,Taxes and fees
2023,CYP,4,Taxes and fees
2023,CZE,6,Taxes and fees
2023,DEU,13,Taxes and fees
2023,DNK,10,Taxes and fees
2023,ESP,23,Taxes and fees
2023,EST,8,Taxes and fees
2023,FIN,7,Taxes and fees
2023,FRA,16,Taxes and fees
2023,GBR,2,Taxes and fees
2023,GNQ,1,Taxes and fees
2023,GRC,2,Taxes and fees
2023,HRV,12,Taxes and fees
2023,HUN,3,Taxes and fees
2023,IDN,5,Taxes and fees
2023,IRL,1,Taxes and fees
2023,ISL,6,Taxes and fees
2023,ISR,8,Taxes and fees
2023,JPN,3,Taxes and fees
2023,KEN,1,Taxes and fees
2023,KHM,5,Taxes and fees
2023,KOR,14,Taxes and fees
2023,LAO,5,Taxes and fees
2023,LTU,10,Taxes and fees
2023,LUX,1,Taxes and fees
2023,LVA,9,Taxes and fees
2023,MEX,5,Taxes and fees
2023,MHL,1,Taxes and fees
2023,MKD,2,Taxes and fees
2023,MLT,6,Taxes and fees
2023,MMR,9,Taxes and fees
2023,MNE,7,Taxes and fees
2023,MNG,1,Taxes and fees
2023,MOZ,3,Taxes and fees
2023,MRT,2,Taxes and fees
2023,MUS,1,Taxes and fees
2023,MYS,8,Taxes and fees
2023,NER,1,Taxes and fees
2023,NLD,4,Taxes and fees
2023,NOR,7,Taxes and fees
2023,NZL,3,Taxes and fees
2023,PAN,1,Taxes and fees
2023,PER,2,Taxes and fees
2023,PHL,12,Taxes and fees
2023,POL,10,Taxes and fees
2023,PRT,3,Taxes and fees
2023,PRY,1,Taxes and fees
2023,ROU,9,Taxes and fees
2023,RUS,1,Taxes and fees
2023,SGP,9,Taxes and fees
2023,SLB,1,Taxes and fees
2023,SOM,2,Taxes and fees
2023,SRB,9,Taxes and fees
2023,SVK,3,Taxes and fees
2023,SVN,4,Taxes and fees
2023,SWE,2,Taxes and fees
2023,SYC,3,Taxes and fees
2023,THA,9,Taxes and fees
2023,TKL,1,Taxes and fees
2023,TUR,2,Taxes and fees
2023,UKR,1,Taxes and fees
2023,USA,21,Taxes and fees
2023,VGB,1,Taxes and fees
2023,VNM,4,Taxes and fees
2023,ZAF,2,Taxes and fees
2024,MAR,2,Taxes and fees
2024,ALB,3,Taxes and fees
2024,ARG,1,Taxes and fees
2024,ARM,1,Taxes and fees
2024,AUS,8,Taxes and fees
2024,AUT,4,Taxes and fees
2024,BEL,4,Taxes and fees
2024,BFA,1,Taxes and fees
2024,BGR,13,Taxes and fees
2024,BIH,6,Taxes and fees
2024,BRA,1,Taxes and fees
2024,BRN,13,Taxes and fees
2024,BWA,1,Taxes and fees
2024,CAN,10,Taxes and fees
2024,CHL,6,Taxes and fees
2024,CHN,3,Taxes and fees
2024,CIV,3,Taxes and fees
2024,COD,1,Taxes and fees
2024,COK,2,Taxes and fees
2024,COL,7,Taxes and fees
2024,CRI,13,Taxes and fees
2024,CYP,4,Taxes and fees
2024,CZE,6,Taxes and fees
2024,DEU,13,Taxes and fees
2024,DNK,10,Taxes and fees
2024,ESP,23,Taxes and fees
2024,EST,8,Taxes and fees
2024,FIN,7,Taxes and fees
2024,FRA,16,Taxes and fees
2024,GBR,2,Taxes and fees
2024,GNQ,1,Taxes and fees
2024,GRC,2,Taxes and fees
2024,HRV,12,Taxes and fees
2024,HUN,3,Taxes and fees
2024,IDN,5,Taxes and fees
2024,IRL,1,Taxes and fees
2024,ISL,6,Taxes and fees
2024,ISR,8,Taxes and fees
2024,JPN,3,Taxes and fees
2024,KEN,1,Taxes and fees
2024,KHM,5,Taxes and fees
2024,KOR,14,Taxes and fees
2024,LAO,5,Taxes and fees
2024,LTU,10,Taxes and fees
2024,LUX,1,Taxes and fees
2024,LVA,9,Taxes and fees
2024,MEX,5,Taxes and fees
2024,MHL,1,Taxes and fees
2024,MKD,2,Taxes and fees
2024,MLT,6,Taxes and fees
2024,MMR,9,Taxes and fees
2024,MNE,7,Taxes and fees
2024,MNG,1,Taxes and fees
2024,MOZ,3,Taxes and fees
2024,MRT,2,Taxes and fees
2024,MUS,1,Taxes and fees
2024,MYS,8,Taxes and fees
2024,NER,1,Taxes and fees
2024,NLD,4,Taxes and fees
2024,NOR,7,Taxes and fees
2024,NZL,3,Taxes and fees
2024,PAN,1,Taxes and fees
2024,PER,2,Taxes and fees
2024,PHL,12,Taxes and fees
2024,POL,10,Taxes and fees
2024,PRT,3,Taxes and fees
2024,PRY,1,Taxes and fees
2024,ROU,9,Taxes and fees
2024,RUS,1,Taxes and fees
2024,SGP,9,Taxes and fees
2024,SLB,1,Taxes and fees
2024,SOM,2,Taxes and fees
2024,SRB,9,Taxes and fees
2024,SVK,3,Taxes and fees
2024,SVN,4,Taxes and fees
2024,SWE,2,Taxes and fees
2024,SYC,3,Taxes and fees
2024,THA,9,Taxes and fees
2024,TKL,1,Taxes and fees
2024,TUR,2,Taxes and fees
2024,UKR,1,Taxes and fees
2024,USA,21,Taxes and fees
2024,VGB,1,Taxes and fees
2024,VNM,4,Taxes and fees
2024,ZAF,2,Taxes and fees
2025,MAR,2,Taxes and fees
2025,ALB,3,Taxes and fees
2025,ARG,1,Taxes and fees
2025,ARM,1,Taxes and fees
2025,AUS,8,Taxes and fees
2025,AUT,4,Taxes and fees
2025,BEL,4,Taxes and fees
2025,BFA,1,Taxes and fees
2025,BGR,13,Taxes and fees
2025,BIH,6,Taxes and fees
2025,BRA,1,Taxes and fees
2025,BRN,13,Taxes and fees
2025,BWA,1,Taxes and fees
2025,CAN,10,Taxes and fees
2025,CHL,6,Taxes and fees
2025,CHN,3,Taxes and fees
2025,CIV,3,Taxes and fees
2025,COD,1,Taxes and fees
2025,COK,2,Taxes and fees
2025,COL,7,Taxes and fees
2025,CRI,13,Taxes and fees
2025,CYP,4,Taxes and fees
2025,CZE,6,Taxes and fees
2025,DEU,13,Taxes and fees
2025,DNK,10,Taxes and fees
2025,ESP,23,Taxes and fees
2025,EST,9,Taxes and fees
2025,FIN,7,Taxes and fees
2025,FRA,16,Taxes and fees
2025,GBR,2,Taxes and fees
2025,GNQ,1,Taxes and fees
2025,GRC,2,Taxes and fees
2025,HRV,12,Taxes and fees
2025,HUN,3,Taxes and fees
2025,IDN,5,Taxes and fees
2025,IRL,1,Taxes and fees
2025,ISL,6,Taxes and fees
2025,ISR,8,Taxes and fees
2025,JPN,3,Taxes and fees
2025,KEN,1,Taxes and fees
2025,KHM,5,Taxes and fees
2025,KOR,14,Taxes and fees
2025,LAO,5,Taxes and fees
2025,LTU,10,Taxes and fees
2025,LUX,1,Taxes and fees
2025,LVA,9,Taxes and fees
2025,MEX,5,Taxes and fees
2025,MHL,1,Taxes and fees
2025,MKD,2,Taxes and fees
2025,MLT,6,Taxes and fees
2025,MMR,9,Taxes and fees
2025,MNE,7,Taxes and fees
2025,MNG,1,Taxes and fees
2025,MOZ,3,Taxes and fees
2025,MRT,2,Taxes and fees
2025,MUS,1,Taxes and fees
2025,MYS,8,Taxes and fees
2025,NER,1,Taxes and fees
2025,NLD,4,Taxes and fees
2025,NOR,7,Taxes and fees
2025,NZL,3,Taxes and fees
2025,PAN,1,Taxes and fees
2025,PER,2,Taxes and fees
2025,PHL,12,Taxes and fees
2025,POL,10,Taxes and fees
2025,PRT,3,Taxes and fees
2025,PRY,1,Taxes and fees
2025,ROU,9,Taxes and fees
2025,RUS,1,Taxes and fees
2025,SGP,9,Taxes and fees
2025,SLB,1,Taxes and fees
2025,SOM,2,Taxes and fees
2025,SRB,9,Taxes and fees
2025,SVK,3,Taxes and fees
2025,SVN,4,Taxes and fees
2025,SWE,2,Taxes and fees
2025,SYC,3,Taxes and fees
2025,THA,9,Taxes and fees
2025,TKL,1,Taxes and fees
2025,TUR,2,Taxes and fees
2025,UKR,1,Taxes and fees
2025,USA,21,Taxes and fees
2025,VGB,1,Taxes and fees
2025,VNM,4,Taxes and fees
2025,ZAF,2,Taxes and fees
2000,MAR,1,Tradable permits and offsets
2000,MAR,1,Tradable permits and offsets
2000,AUS,2,Tradable permits and offsets
2000,CAN,2,Tradable permits and offsets
2000,CHL,1,Tradable permits and offsets
2000,CHN,1,Tradable permits and offsets
2000,DEU,1,Tradable permits and offsets
2000,ESP,1,Tradable permits and offsets
2000,EST,2,Tradable permits and offsets
2000,FIN,1,Tradable permits and offsets
2000,FRA,1,Tradable permits and offsets
2000,GBR,1,Tradable permits and offsets
2000,IND,1,Tradable permits and offsets
2000,ISL,1,Tradable permits and offsets
2000,MEX,3,Tradable permits and offsets
2000,MOZ,1,Tradable permits and offsets
2000,MUS,1,Tradable permits and offsets
2000,NAM,1,Tradable permits and offsets
2000,NZL,1,Tradable permits and offsets
2000,PRT,1,Tradable permits and offsets
2000,USA,5,Tradable permits and offsets
2001,MAR,1,Tradable permits and offsets
2001,AUS,2,Tradable permits and offsets
2001,CAN,2,Tradable permits and offsets
2001,CHL,2,Tradable permits and offsets
2001,CHN,1,Tradable permits and offsets
2001,DEU,1,Tradable permits and offsets
2001,ESP,1,Tradable permits and offsets
2001,EST,2,Tradable permits and offsets
2001,FIN,1,Tradable permits and offsets
2001,FRA,1,Tradable permits and offsets
2001,GBR,1,Tradable permits and offsets
2001,IND,1,Tradable permits and offsets
2001,ISL,1,Tradable permits and offsets
2001,MEX,3,Tradable permits and offsets
2001,MOZ,1,Tradable permits and offsets
2001,MUS,1,Tradable permits and offsets
2001,NAM,1,Tradable permits and offsets
2001,NZL,1,Tradable permits and offsets
2001,PRT,1,Tradable permits and offsets
2001,USA,5,Tradable permits and offsets
2002,MAR,1,Tradable permits and offsets
2002,AUS,3,Tradable permits and offsets
2002,BEL,1,Tradable permits and offsets
2002,CAN,2,Tradable permits and offsets
2002,CHL,2,Tradable permits and offsets
2002,CHN,1,Tradable permits and offsets
2002,DEU,1,Tradable permits and offsets
2002,ESP,1,Tradable permits and offsets
2002,EST,2,Tradable permits and offsets
2002,FIN,1,Tradable permits and offsets
2002,FRA,1,Tradable permits and offsets
2002,GBR,1,Tradable permits and offsets
2002,IND,1,Tradable permits and offsets
2002,ISL,1,Tradable permits and offsets
2002,MEX,3,Tradable permits and offsets
2002,MOZ,1,Tradable permits and offsets
2002,MUS,1,Tradable permits and offsets
2002,NAM,1,Tradable permits and offsets
2002,NZL,1,Tradable permits and offsets
2002,PRT,1,Tradable permits and offsets
2002,USA,5,Tradable permits and offsets
2003,MAR,1,Tradable permits and offsets
2003,AUS,3,Tradable permits and offsets
2003,BEL,1,Tradable permits and offsets
2003,CAN,2,Tradable permits and offsets
2003,CHL,2,Tradable permits and offsets
2003,CHN,1,Tradable permits and offsets
2003,DEU,1,Tradable permits and offsets
2003,DNK,1,Tradable permits and offsets
2003,ESP,1,Tradable permits and offsets
2003,EST,2,Tradable permits and offsets
2003,FIN,1,Tradable permits and offsets
2003,FRA,1,Tradable permits and offsets
2003,GBR,1,Tradable permits and offsets
2003,IND,1,Tradable permits and offsets
2003,ISL,1,Tradable permits and offsets
2003,MEX,3,Tradable permits and offsets
2003,MLT,1,Tradable permits and offsets
2003,MOZ,1,Tradable permits and offsets
2003,MUS,1,Tradable permits and offsets
2003,NAM,1,Tradable permits and offsets
2003,NZL,1,Tradable permits and offsets
2003,PRT,1,Tradable permits and offsets
2003,USA,5,Tradable permits and offsets
2004,MAR,1,Tradable permits and offsets
2004,AUS,3,Tradable permits and offsets
2004,BEL,1,Tradable permits and offsets
2004,CAN,2,Tradable permits and offsets
2004,CHL,2,Tradable permits and offsets
2004,CHN,1,Tradable permits and offsets
2004,DEU,1,Tradable permits and offsets
2004,DNK,1,Tradable permits and offsets
2004,ESP,1,Tradable permits and offsets
2004,EST,2,Tradable permits and offsets
2004,FIN,1,Tradable permits and offsets
2004,FRA,1,Tradable permits and offsets
2004,GBR,1,Tradable permits and offsets
2004,IND,1,Tradable permits and offsets
2004,ISL,1,Tradable permits and offsets
2004,MEX,3,Tradable permits and offsets
2004,MLT,1,Tradable permits and offsets
2004,MOZ,1,Tradable permits and offsets
2004,MUS,1,Tradable permits and offsets
2004,NAM,1,Tradable permits and offsets
2004,NOR,1,Tradable permits and offsets
2004,NZL,1,Tradable permits and offsets
2004,PRT,1,Tradable permits and offsets
2004,USA,5,Tradable permits and offsets
2005,MAR,1,Tradable permits and offsets
2005,AUS,3,Tradable permits and offsets
2005,BEL,1,Tradable permits and offsets
2005,CAN,2,Tradable permits and offsets
2005,CHL,2,Tradable permits and offsets
2005,CHN,1,Tradable permits and offsets
2005,DEU,1,Tradable permits and offsets
2005,DNK,1,Tradable permits and offsets
2005,ESP,1,Tradable permits and offsets
2005,EST,2,Tradable permits and offsets
2005,FIN,1,Tradable permits and offsets
2005,FRA,1,Tradable permits and offsets
2005,GBR,1,Tradable permits and offsets
2005,IND,1,Tradable permits and offsets
2005,ISL,1,Tradable permits and offsets
2005,MEX,3,Tradable permits and offsets
2005,MLT,1,Tradable permits and offsets
2005,MOZ,1,Tradable permits and offsets
2005,MUS,1,Tradable permits and offsets
2005,NAM,1,Tradable permits and offsets
2005,NOR,1,Tradable permits and offsets
2005,NZL,1,Tradable permits and offsets
2005,PRT,1,Tradable permits and offsets
2005,USA,5,Tradable permits and offsets
2005,ZAF,1,Tradable permits and offsets
2006,MAR,1,Tradable permits and offsets
2006,AUS,4,Tradable permits and offsets
2006,BEL,1,Tradable permits and offsets
2006,CAN,2,Tradable permits and offsets
2006,CHL,2,Tradable permits and offsets
2006,CHN,1,Tradable permits and offsets
2006,DEU,1,Tradable permits and offsets
2006,DNK,1,Tradable permits and offsets
2006,ESP,1,Tradable permits and offsets
2006,EST,2,Tradable permits and offsets
2006,FIN,1,Tradable permits and offsets
2006,FRA,1,Tradable permits and offsets
2006,GBR,1,Tradable permits and offsets
2006,IND,1,Tradable permits and offsets
2006,ISL,1,Tradable permits and offsets
2006,MEX,3,Tradable permits and offsets
2006,MLT,1,Tradable permits and offsets
2006,MOZ,1,Tradable permits and offsets
2006,MUS,1,Tradable permits and offsets
2006,NAM,1,Tradable permits and offsets
2006,NOR,1,Tradable permits and offsets
2006,NZL,1,Tradable permits and offsets
2006,PRT,1,Tradable permits and offsets
2006,USA,5,Tradable permits and offsets
2006,ZAF,1,Tradable permits and offsets
2007,MAR,1,Tradable permits and offsets
2007,AUS,4,Tradable permits and offsets
2007,BEL,1,Tradable permits and offsets
2007,CAN,2,Tradable permits and offsets
2007,CHL,2,Tradable permits and offsets
2007,CHN,1,Tradable permits and offsets
2007,DEU,1,Tradable permits and offsets
2007,DNK,1,Tradable permits and offsets
2007,ESP,1,Tradable permits and offsets
2007,EST,2,Tradable permits and offsets
2007,FIN,1,Tradable permits and offsets
2007,FRA,1,Tradable permits and offsets
2007,GBR,1,Tradable permits and offsets
2007,IND,1,Tradable permits and offsets
2007,ISL,1,Tradable permits and offsets
2007,MEX,3,Tradable permits and offsets
2007,MLT,1,Tradable permits and offsets
2007,MOZ,1,Tradable permits and offsets
2007,MUS,1,Tradable permits and offsets
2007,NAM,1,Tradable permits and offsets
2007,NOR,1,Tradable permits and offsets
2007,NZL,2,Tradable permits and offsets
2007,PRT,1,Tradable permits and offsets
2007,USA,5,Tradable permits and offsets
2007,ZAF,1,Tradable permits and offsets
2008,MAR,1,Tradable permits and offsets
2008,AUS,4,Tradable permits and offsets
2008,BEL,1,Tradable permits and offsets
2008,CAN,2,Tradable permits and offsets
2008,CHL,2,Tradable permits and offsets
2008,CHN,1,Tradable permits and offsets
2008,DEU,1,Tradable permits and offsets
2008,DNK,1,Tradable permits and offsets
2008,ESP,1,Tradable permits and offsets
2008,EST,2,Tradable permits and offsets
2008,FIN,1,Tradable permits and offsets
2008,FRA,1,Tradable permits and offsets
2008,GBR,1,Tradable permits and offsets
2008,IND,1,Tradable permits and offsets
2008,ISL,1,Tradable permits and offsets
2008,MEX,3,Tradable permits and offsets
2008,MLT,1,Tradable permits and offsets
2008,MOZ,1,Tradable permits and offsets
2008,MUS,1,Tradable permits and offsets
2008,NAM,1,Tradable permits and offsets
2008,NOR,1,Tradable permits and offsets
2008,NZL,2,Tradable permits and offsets
2008,PER,1,Tradable permits and offsets
2008,PRT,1,Tradable permits and offsets
2008,USA,5,Tradable permits and offsets
2008,ZAF,1,Tradable permits and offsets
2009,MAR,1,Tradable permits and offsets
2009,ARG,1,Tradable permits and offsets
2009,AUS,4,Tradable permits and offsets
2009,BEL,1,Tradable permits and offsets
2009,CAN,2,Tradable permits and offsets
2009,CHL,2,Tradable permits and offsets
2009,CHN,1,Tradable permits and offsets
2009,DEU,1,Tradable permits and offsets
2009,DNK,1,Tradable permits and offsets
2009,ESP,1,Tradable permits and offsets
2009,EST,2,Tradable permits and offsets
2009,FIN,1,Tradable permits and offsets
2009,FRA,1,Tradable permits and offsets
2009,GBR,1,Tradable permits and offsets
2009,IND,1,Tradable permits and offsets
2009,ISL,1,Tradable permits and offsets
2009,MEX,3,Tradable permits and offsets
2009,MLT,1,Tradable permits and offsets
2009,MOZ,1,Tradable permits and offsets
2009,MUS,1,Tradable permits and offsets
2009,NAM,1,Tradable permits and offsets
2009,NOR,1,Tradable permits and offsets
2009,NZL,2,Tradable permits and offsets
2009,PER,1,Tradable permits and offsets
2009,PRT,1,Tradable permits and offsets
2009,USA,5,Tradable permits and offsets
2009,ZAF,1,Tradable permits and offsets
2010,MAR,1,Tradable permits and offsets
2010,ARG,1,Tradable permits and offsets
2010,AUS,4,Tradable permits and offsets
2010,BEL,1,Tradable permits and offsets
2010,CAN,2,Tradable permits and offsets
2010,CHL,2,Tradable permits and offsets
2010,CHN,1,Tradable permits and offsets
2010,DEU,1,Tradable permits and offsets
2010,DNK,1,Tradable permits and offsets
2010,ESP,1,Tradable permits and offsets
2010,EST,2,Tradable permits and offsets
2010,FIN,1,Tradable permits and offsets
2010,FRA,1,Tradable permits and offsets
2010,GBR,1,Tradable permits and offsets
2010,IND,1,Tradable permits and offsets
2010,ISL,1,Tradable permits and offsets
2010,MEX,3,Tradable permits and offsets
2010,MLT,1,Tradable permits and offsets
2010,MOZ,1,Tradable permits and offsets
2010,MUS,1,Tradable permits and offsets
2010,NAM,1,Tradable permits and offsets
2010,NOR,1,Tradable permits and offsets
2010,NZL,2,Tradable permits and offsets
2010,PER,1,Tradable permits and offsets
2010,PRT,1,Tradable permits and offsets
2010,USA,5,Tradable permits and offsets
2010,ZAF,1,Tradable permits and offsets
2011,MAR,1,Tradable permits and offsets
2011,ARG,1,Tradable permits and offsets
2011,AUS,4,Tradable permits and offsets
