year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high,benchmark_high
2017,NLD,Other organic materials and biological products,Derivatives,50,,,,
2017,NLD,Fashion Products,Feathers,26,,,,
2017,NLD,Animal Body Parts,Skulls,2,,,,
2017,NLD,Arts and Crafts,Carvings,4759,,,,
2017,NLD,Arts and Crafts,Plates,45,,,,
2017,NLD,Arts and Crafts,Skeletons,1,,,,
2017,NOR,Fashion Products,Leather Products (Small),23,,,,
2017,NOR,Agriculture and Farming Product,Live,40,,,,
2017,NOR,Other organic materials and biological products,Specimens,44,,,,
2017,NOR,Furniture Materials,Wood Product,10,,,,
2017,NOR,Arts and Crafts,Ivory Carvings,1,,,,
2017,NOR,Animal Body Parts,Skins,3,,,,
2017,NOR,Arts and Crafts,Carvings,6,,,,
2017,NOR,Furniture Materials,Piano Keys,356,,,,
2017,NPL,Arts and Crafts,Trophies,2,,,,
2017,NZL,Fashion Products,Leather Products (Small),4,,,,
2017,NZL,Agriculture and Farming Product,Live,399,,,,
2017,NZL,Other organic materials and biological products,Specimens,180,,,,
2017,NZL,Arts and Crafts,Ivory Carvings,23,,,,
2017,NZL,Arts and Crafts,Trophies,14,,,,
2017,NZL,Arts and Crafts,Carvings,4,,,,
2017,NZL,Animal Body Parts,Teeth,1,,,,
2017,OMN,Agriculture and Farming Product,Live,654,,,,
2017,OMN,Other organic materials and biological products,Specimens,200,,,,
2017,PAK,Agriculture and Farming Product,Live,8535,,,,
2017,PAK,Other organic materials and biological products,Specimens,39,,,,
2017,PAK,Furniture Materials,Wood Product,36926,,,,
2017,PAK,Arts and Crafts,Trophies,96,,,,
2017,PAK,Arts and Crafts,Carvings,14,,,,
2017,PAN,Fashion Products,Leather Products (Small),338,,,,
2017,PAN,Agriculture and Farming Product,Live,8749,,,,
2017,PAN,Marine Animal Products,Raw Corals,15,,,,
2017,PAN,Other organic materials and biological products,Specimens,6448,,,,
2017,PAN,Animal Body Parts,Skins,14836,,,,
2017,PAN,Furniture Materials,Logs,240,,,,
2017,PER,Fashion Products,Leather Products (Small),1569,,,,
2017,PER,Agriculture and Farming Product,Live,15129,,,,
2017,PER,Other organic materials and biological products,Specimens,252,,,,
2017,PER,Fashion Products,Garments,829,,,,
2017,PER,Fashion Products,Skin Pieces,2500,,,,
2017,PER,Animal Body Parts,Skins,23732,,,,
2017,PHL,Fashion Products,Leather Products (Small),7560,,,,
2017,PHL,Agriculture and Farming Product,Live,60257,,,,
2017,PHL,Marine Animal Products,Shells,53,,,,
2017,PHL,Other organic materials and biological products,Specimens,38,,,,
2017,PHL,Furniture Materials,Wood Product,1953,,,,
2017,PHL,Fashion Products,Skin Pieces,385,,,,
2017,PHL,Animal Body Parts,Skins,3540,,,,
2017,PHL,Floral Products,Flowers,44,,,,
2017,PLW,Agriculture and Farming Product,Live,26900,,,,
2017,PLW,Marine Animal Products,Shells,298,,,,
2017,PLW,Other organic materials and biological products,Specimens,8804,,,,
2017,PLW,Agriculture and Farming Product,Meat,1974,,,,
2017,PNG,Fashion Products,Leather Products (Small),10,,,,
2017,PNG,Marine Animal Products,Shells,16,,,,
2017,PNG,Other organic materials and biological products,Specimens,8,,,,
2017,PNG,Animal Body Parts,Skins,36576,,,,
2017,PNG,Fashion Products,Feathers,2,,,,
2017,PNG,Animal Body Parts,Teeth,68158,,,,
2017,POL,Fashion Products,Leather Products (Small),80,,,,
2017,POL,Agriculture and Farming Product,Live,92,,,,
2017,POL,Furniture Materials,Wood Product,429,,,,
2017,POL,Arts and Crafts,Ivory Carvings,38,,,,
2017,POL,Furniture Materials,Piano Keys,410,,,,
2017,POL,Fashion Products,Jewellery - Ivory,6,,,,
2017,POL,Agriculture and Farming Product,Eggs (Live),200000,,,,
2017,PRK,Furniture Materials,Wood Product,114,,,,
2017,PRT,Fashion Products,Leather Products (Small),351065,,,,
2017,PRT,Agriculture and Farming Product,Live,1013,,,,
2017,PRT,Furniture Materials,Wood Product,310,,,,
2017,PRT,Arts and Crafts,Ivory Carvings,58,,,,
2017,PRT,Arts and Crafts,Ivory Pieces,1,,,,
2017,PRT,Fashion Products,Skin Pieces,1512,,,,
2017,PRT,Animal Body Parts,Skins,710,,,,
2017,PRT,Fashion Products,Leather Products (Large),1,,,,
2017,PRT,Animal Body Parts,Tusks,184,,,,
2017,PRT,Arts and Crafts,Carvings,39511,,,,
2017,PRT,Furniture Materials,Sawn Wood,852,,,,
2017,PRT,Animal Body Parts,Teeth,1,,,,
2017,PRY,Agriculture and Farming Product,Live,9,,,,
2017,PRY,Other organic materials and biological products,Specimens,29,,,,
2017,PRY,Arts and Crafts,Ivory Carvings,4,,,,
2017,PRY,Fashion Products,Garments,2,,,,
2017,PRY,Arts and Crafts,Trophies,2,,,,
2017,PYF,Agriculture and Farming Product,Live,9927,,,,
2017,QAT,Fashion Products,Leather Products (Small),251,,,,
2017,QAT,Agriculture and Farming Product,Live,163,,,,
2017,REU,Fashion Products,Leather Products (Small),1,,,,
2017,ROU,Fashion Products,Leather Products (Small),89,,,,
2017,ROU,Agriculture and Farming Product,Live,32003,,,,
2017,ROU,Animal Body Parts,Skins,1,,,,
2017,ROU,Arts and Crafts,Trophies,10,,,,
2017,ROU,Arts and Crafts,Carvings,151,,,,
2017,RUS,Fashion Products,Leather Products (Small),622,,,,
2017,RUS,Agriculture and Farming Product,Live,61095,,,,
2017,RUS,Other organic materials and biological products,Specimens,70,,,,
2017,RUS,Furniture Materials,Wood Product,4,,,,
2017,RUS,Arts and Crafts,Ivory Carvings,33,,,,
2017,RUS,Agriculture and Farming Product,Bodies,1,,,,
2017,RUS,Fashion Products,Garments,5,,,,
2017,RUS,Animal Body Parts,Skins,2140,,,,
2017,RUS,Other organic materials and biological products,Derivatives,9,,,,
2017,RUS,Fashion Products,Leather Products (Large),1,,,,
2017,RUS,Animal Body Parts,Skulls,2,,,,
2017,RUS,Arts and Crafts,Trophies,228,,,,
2017,RUS,Arts and Crafts,Carvings,7,,,,
2017,RUS,Other organic materials and biological products,Medicine,56459,,,,
2017,RUS,Learal Products,Leaves,1034,,,,
2017,SAU,Fashion Products,Leather Products (Small),149,,,,
2017,SAU,Agriculture and Farming Product,Live,987,,,,
2017,SAU,Marine Animal Products,Raw Corals,11,,,,
2017,SAU,Arts and Crafts,Ivory Carvings,3,,,,
2017,SAU,Agriculture and Farming Product,Roots,1,,,,
2017,SAU,Animal Body Parts,Claws,1,,,,
2017,SAU,Arts and Crafts,Trophies,2,,,,
2017,SAU,Other organic materials and biological products,Unspecified,1,,,,
2017,SAU,Animal Body Parts,Teeth,10,,,,
2017,SAU,Agriculture and Farming Product,Seeds,50,,,,
2017,SDN,Fashion Products,Leather Products (Small),60,,,,
2017,SDN,Agriculture and Farming Product,Live,11564,,,,
2017,SEN,Fashion Products,Leather Products (Small),3802,,,,
2017,SEN,Agriculture and Farming Product,Live,501,,,,
2017,SEN,Fashion Products,Leather Products (Large),332,,,,
2017,SEN,Arts and Crafts,Carvings,3500,,,,
2017,SGP,Fashion Products,Leather Products (Small),122308,,,,
2017,SGP,Agriculture and Farming Product,Live,34844,,,,
2017,SGP,Marine Animal Products,Raw Corals,96,,,,
2017,SGP,Marine Animal Products,Shells,2,,,,
2017,SGP,Other organic materials and biological products,Specimens,21729,,,,
2017,SGP,Fashion Products,Jewellery,1306,,,,
2017,SGP,Furniture Materials,Wood Product,2205,,,,
2017,SGP,Arts and Crafts,Ivory Carvings,149,,,,
2017,SGP,Agriculture and Farming Product,Bodies,22961,,,,
2017,SGP,Arts and Crafts,Ivory Pieces,12,,,,
2017,SGP,Animal Body Parts,Bones,19,,,,
2017,SGP,Fashion Products,Garments,34,,,,
2017,SGP,Fashion Products,Skin Pieces,198292,,,,
2017,SGP,Animal Body Parts,Skins,811523,,,,
2017,SGP,Other organic materials and biological products,Derivatives,42,,,,
2017,SGP,Fashion Products,Feathers,5,,,,
2017,SGP,Fashion Products,Leather Products (Large),58,,,,
2017,SGP,Animal Body Parts,Tusks,3,,,,
2017,SGP,Arts and Crafts,Carvings,208,,,,
2017,SGP,Animal Body Parts,Teeth,85800,,,,
2017,SGP,Textile Products,Pearl,276,,,,
2017,SGP,Animal Body Parts,Tails,293,,,,
2017,SGP,Extral Products,Extract,2872,,,,
2017,SGP,Fashion Products,Sides,79051,,,,
2017,SGP,Furniture Materials,Timber,192,,,,
2017,SGS,Other organic materials and biological products,Specimens,548,,,,
2017,SGS,Animal Body Parts,Bones,51,,,,
2017,SGS,Animal Body Parts,Hair,170,,,,
2017,SGS,Animal Body Parts,Teeth,50,,,,
2017,SLB,Agriculture and Farming Product,Live,10843,,,,
2017,SLB,Marine Animal Products,Raw Corals,23770,,,,
2017,SLB,Marine Animal Products,Shells,8,,,,
2017,SLB,Other organic materials and biological products,Specimens,686,,,,
2017,SLB,Agriculture and Farming Product,Bodies,552,,,,
2017,SLB,Animal Body Parts,Skulls,3,,,,
2017,SLV,Agriculture and Farming Product,Live,27010,,,,
2017,SMR,Fashion Products,Leather Products (Small),36,,,,
2017,SMR,Fashion Products,Garments,37,,,,
2017,SOM,Animal Body Parts,Skulls,1,,,,
2017,SRB,Fashion Products,Leather Products (Small),38,,,,
2017,SRB,Agriculture and Farming Product,Live,10204,,,,
2017,SRB,Marine Animal Products,Shells,2,,,,
2017,SRB,Animal Body Parts,Bones,3,,,,
2017,SRB,Animal Body Parts,Skulls,15,,,,
2017,SRB,Arts and Crafts,Skeletons,9,,,,
2017,SRB,Extral Products,Extract,204,,,,
2017,SRB,Learal Products,Leaves,576,,,,
2017,STP,Other organic materials and biological products,Specimens,627,,,,
2017,STP,Agriculture and Farming Product,Bodies,1,,,,
2017,SUR,Agriculture and Farming Product,Live,15020,,,,
2017,SUR,Other organic materials and biological products,Specimens,295,,,,
2017,SUR,Furniture Materials,Wood Product,1,,,,
2017,SUR,Animal Body Parts,Skins,1,,,,
2017,SVK,Agriculture and Farming Product,Live,111,,,,
2017,SVK,Furniture Materials,Wood Product,20,,,,
2017,SVK,Arts and Crafts,Carvings,119,,,,
2017,SVK,Agriculture and Farming Product,Eggs,6,,,,
2017,SVN,Fashion Products,Leather Products (Small),327,,,,
2017,SVN,Agriculture and Farming Product,Live,23565,,,,
2017,SVN,Furniture Materials,Wood Product,197,,,,
2017,SVN,Arts and Crafts,Trophies,4,,,,
2017,SVN,Animal Body Parts,Tusks,1,,,,
2017,SVN,Furniture Materials,Piano Keys,104,,,,
2017,SWE,Fashion Products,Leather Products (Small),219,,,,
2017,SWE,Agriculture and Farming Product,Live,40,,,,
2017,SWE,Furniture Materials,Wood Product,6021,,,,
2017,SWE,Arts and Crafts,Ivory Carvings,11,,,,
2017,SWE,Agriculture and Farming Product,Bodies,1,,,,
2017,SWE,Fashion Products,Garments,2028,,,,
2017,SWE,Animal Body Parts,Skins,6,,,,
2017,SWE,Arts and Crafts,Trophies,5,,,,
2017,SWE,Fashion Products,Fur Product (Small),56,,,,
2017,SWE,Animal Body Parts,Teeth,366,,,,
2017,SWZ,Fashion Products,Leather Products (Small),6,,,,
2017,SWZ,Arts and Crafts,Horn Pieces,48,,,,
2017,SXM,Agriculture and Farming Product,Live,126,,,,
2017,SYC,Agriculture and Farming Product,Live,2108,,,,
2017,SYC,Marine Animal Products,Raw Corals,25,,,,
2017,SYC,Marine Animal Products,Shells,4,,,,
2017,SYC,Other organic materials and biological products,Specimens,565,,,,
2017,SYC,Agriculture and Farming Product,Bodies,4,,,,
2017,SYC,Other organic materials and biological products,Unspecified,1,,,,
2017,SYC,Agriculture and Farming Product,Seeds,1,,,,
2017,SYR,Agriculture and Farming Product,Live,19364,,,,
2017,TCD,Animal Body Parts,Skins,11668,,,,
2017,TGO,Agriculture and Farming Product,Live,111321,,,,
2017,THA,Fashion Products,Leather Products (Small),400075,,,,
2017,THA,Agriculture and Farming Product,Live,26519736,,,,
2017,THA,Other organic materials and biological products,Specimens,1860,,,,
2017,THA,Furniture Materials,Wood Product,48,,,,
2017,THA,Arts and Crafts,Ivory Carvings,1,,,,
2017,THA,Agriculture and Farming Product,Bodies,196,,,,
2017,THA,Animal Body Parts,Bones,500,,,,
2017,THA,Agriculture and Farming Product,Roots,16332,,,,
2017,THA,Fashion Products,Garments,8,,,,
2017,THA,Fashion Products,Skin Pieces,23,,,,
2017,THA,Animal Body Parts,Skins,49786,,,,
2017,THA,Other organic materials and biological products,Chips,5,,,,
2017,THA,Other organic materials and biological products,Derivatives,50,,,,
2017,THA,Fashion Products,Feathers,566540,,,,
2017,THA,Fashion Products,Leather Products (Large),116,,,,
2017,THA,Animal Body Parts,Skulls,283,,,,
2017,THA,Floral Products,Flowers,510,,,,
2017,THA,Furniture Materials,Sawn Wood,2,,,,
2017,THA,Driral Products,Dried Plants,55500,,,,
2017,THA,Animal Body Parts,Teeth,500,,,,
2017,THA,Arts and Crafts,Skeletons,50,,,,
2017,THA,Agriculture and Farming Product,Seeds,1546,,,,
2017,THA,Agriculture and Farming Product,Eggs (Live),50,,,,
2017,THA,Fashion Products,Sides,30,,,,
2017,THA,Agriculture and Farming Product,Cultures,361357,,,,
2017,TJK,Agriculture and Farming Product,Live,12,,,,
2017,TJK,Arts and Crafts,Trophies,40,,,,
2017,TKM,Arts and Crafts,Trophies,2,,,,
2017,TON,Agriculture and Farming Product,Live,13094,,,,
2017,TON,Marine Animal Products,Raw Corals,1363,,,,
2017,TON,Other organic materials and biological products,Specimens,186,,,,
2017,TTO,Agriculture and Farming Product,Live,37,,,,
2017,TTO,Animal Body Parts,Skulls,1,,,,
2017,TUN,Fashion Products,Leather Products (Small),207937,,,,
2017,TUR,Fashion Products,Leather Products (Small),2142,,,,
2017,TUR,Agriculture and Farming Product,Live,2136,,,,
2017,TUR,Other organic materials and biological products,Specimens,3,,,,
2017,TUR,Furniture Materials,Wood Product,2,,,,
2017,TUR,Arts and Crafts,Ivory Carvings,2,,,,
2017,TUR,Agriculture and Farming Product,Roots,35394982,,,,
2017,TUR,Fashion Products,Garments,2433,,,,
2017,TUR,Fashion Products,Skin Pieces,16,,,,
2017,TUR,Animal Body Parts,Skins,3974,,,,
2017,TUR,Fashion Products,Feathers,50,,,,
2017,TUR,Fashion Products,Leather Products (Large),38,,,,
2017,TUR,Animal Body Parts,Skulls,25,,,,
2017,TUR,Arts and Crafts,Trophies,149,,,,
2017,TUR,Arts and Crafts,Carvings,172,,,,
2017,TUR,Furniture Materials,Timber,1,,,,
2017,TUR,Furniture Materials,Bark,4,,,,
2017,TWN,Fashion Products,Leather Products (Small),3537,,,,
2017,TWN,Agriculture and Farming Product,Live,13888575,,,,
2017,TWN,Fashion Products,Jewellery,2,,,,
2017,TWN,Furniture Materials,Wood Product,437,,,,
2017,TWN,Arts and Crafts,Ivory Carvings,83,,,,
2017,TWN,Fashion Products,Garments,1,,,,
2017,TWN,Fashion Products,Skin Pieces,38,,,,
2017,TWN,Animal Body Parts,Skins,4250,,,,
2017,TWN,Other organic materials and biological products,Derivatives,1,,,,
2017,TWN,Fashion Products,Leather Products (Large),4,,,,
2017,TWN,Animal Body Parts,Tusks,1,,,,
2017,TWN,Arts and Crafts,Carvings,97,,,,
2017,TWN,Agriculture and Farming Product,Eggs,4,,,,
2017,TWN,Floral Products,Flowers,1383,,,,
2017,TWN,Agriculture and Farming Product,Stems,17888,,,,
2017,TWN,Textile Products,Pearl,3,,,,
2017,TWN,Extral Products,Extract,102,,,,
2017,TWN,Other organic materials and biological products,Medicine,36884,,,,
2017,TWN,Agriculture and Farming Product,Eggs (Live),1564,,,,
2017,TWN,Agriculture and Farming Product,Cultures,719097,,,,
2017,TZA,Other organic materials and biological products,Specimens,3689,,,,
2017,TZA,Furniture Materials,Wood Product,20151,,,,
2017,TZA,Agriculture and Farming Product,Bodies,1,,,,
2017,TZA,Fashion Products,Skin Pieces,3,,,,
2017,TZA,Animal Body Parts,Skins,18,,,,
2017,TZA,Animal Body Parts,Skulls,22,,,,
2017,TZA,Arts and Crafts,Trophies,282,,,,
2017,TZA,Arts and Crafts,Carvings,1,,,,
2017,TZA,Agriculture and Farming Product,Stems,1978728,,,,
2017,TZA,Animal Body Parts,Teeth,203,,,,
2017,UGA,Agriculture and Farming Product,Live,234,,,,
2017,UGA,Other organic materials and biological products,Specimens,126,,,,
2017,UGA,Furniture Materials,Wood Product,72,,,,
2017,UGA,Animal Body Parts,Skins,1200,,,,
2017,UGA,Arts and Crafts,Trophies,20,,,,
2017,UKR,Fashion Products,Leather Products (Small),286,,,,
2017,UKR,Agriculture and Farming Product,Live,6717,,,,
2017,UKR,Animal Body Parts,Skins,3159,,,,
2017,UKR,Arts and Crafts,Trophies,1,,,,
2017,UKR,Textile Products,Cosmetics,49635,,,,
2017,UKR,Marine Animal Products,Fingerlings,80000,,,,
2017,UKR,Other organic materials and biological products,Medicine,25000,,,,
2017,URY,Fashion Products,Leather Products (Small),1292,,,,
2017,URY,Agriculture and Farming Product,Live,2898,,,,
2017,URY,Other organic materials and biological products,Specimens,1181,,,,
2017,URY,Furniture Materials,Wood Product,48,,,,
2017,URY,Arts and Crafts,Ivory Carvings,2,,,,
2017,URY,Arts and Crafts,Eggshell,200,,,,
2017,USA,Fashion Products,Leather Products (Small),12511,,,,
2017,USA,Agriculture and Farming Product,Live,1874198,,,,
2017,USA,Marine Animal Products,Raw Corals,4351,,,,
2017,USA,Other organic materials and biological products,Specimens,482557,,,,
2017,USA,Fashion Products,Jewellery,47,,,,
2017,USA,Furniture Materials,Wood Product,132366,,,,
2017,USA,Arts and Crafts,Ivory Carvings,240,,,,
2017,USA,Agriculture and Farming Product,Bodies,2405,,,,
2017,USA,Arts and Crafts,Ivory Pieces,27,,,,
2017,USA,Animal Body Parts,Bones,3,,,,
2017,USA,Fashion Products,Garments,141,,,,
2017,USA,Fashion Products,Skin Pieces,3894,,,,
2017,USA,Animal Body Parts,Skins,914537,,,,
2017,USA,Marine Animal Products,Caviar,2260,,,,
2017,USA,Other organic materials and biological products,Derivatives,578604,,,,
2017,USA,Fashion Products,Feathers,129601,,,,
2017,USA,Fashion Products,Leather Products (Large),18,,,,
2017,USA,Animal Body Parts,Skulls,6,,,,
2017,USA,Arts and Crafts,Trophies,106,,,,
2017,USA,Arts and Crafts,Carvings,10106,,,,
2017,USA,Floral Products,Flowers,6,,,,
2017,USA,Animal Body Parts,Hair,54767,,,,
2017,USA,Furniture Materials,Sawn Wood,16400,,,,
2017,USA,Furniture Materials,Piano Keys,52,,,,
2017,USA,Arts and Crafts,Bone Carvings,1,,,,
2017,USA,Arts and Crafts,Rug,4,,,,
2017,USA,Animal Body Parts,Teeth,386,,,,
2017,USA,Textile Products,Pearl,234,,,,
2017,USA,Animal Body Parts,Scales,1,,,,
2017,USA,Extral Products,Extract,32536,,,,
2017,USA,Other organic materials and biological products,Medicine,450624,,,,
2017,USA,Marine Animal Products,Baleen,2485,,,,
2017,USA,Agriculture and Farming Product,Eggs (Live),40002,,,,
2017,USA,Furniture Materials,Timber,46,,,,
2017,USA,Fashion Products,Wax,1,,,,
2017,UZB,Agriculture and Farming Product,Live,53542,,,,
2017,VAT,Arts and Crafts,Ivory Carvings,2,,,,
2017,VEN,Fashion Products,Leather Products (Small),257,,,,
2017,VEN,Agriculture and Farming Product,Live,1,,,,
2017,VEN,Arts and Crafts,Ivory Carvings,1,,,,
2017,VEN,Animal Body Parts,Skins,22536,,,,
2017,VEN,Fashion Products,Sides,3227,,,,
2017,VGB,Agriculture and Farming Product,Live,3,,,,
2017,VGB,Marine Animal Products,Shells,2,,,,
2017,VNM,Fashion Products,Leather Products (Small),653536,,,,
2017,VNM,Agriculture and Farming Product,Live,244895,,,,
2017,VNM,Marine Animal Products,Raw Corals,22760,,,,
2017,VNM,Other organic materials and biological products,Specimens,25850,,,,
2017,VNM,Furniture Materials,Wood Product,175432,,,,
2017,VNM,Arts and Crafts,Ivory Carvings,1,,,,
2017,VNM,Agriculture and Farming Product,Bodies,1070,,,,
2017,VNM,Animal Body Parts,Bones,1542,,,,
2017,VNM,Fashion Products,Skin Pieces,12722,,,,
2017,VNM,Animal Body Parts,Skins,323864,,,,
2017,VNM,Other organic materials and biological products,Chips,2,,,,
2017,VNM,Other organic materials and biological products,Derivatives,277,,,,
2017,VNM,Arts and Crafts,Carvings,1,,,,
2017,VNM,Agriculture and Farming Product,Eggs (Live),1000,,,,
2017,VNM,Animal Body Parts,Gall Bladders,10,,,,
2017,VUT,Driral Products,Dried Plants,2,,,,
2017,WSM,Fashion Products,Leather Products (Small),133,,,,
2017,WSM,Agriculture and Farming Product,Live,47315,,,,
2017,WSM,Marine Animal Products,Raw Corals,1,,,,
2017,WSM,Marine Animal Products,Shells,1,,,,
2017,WSM,Other organic materials and biological products,Specimens,8,,,,
2017,WSM,Furniture Materials,Wood Product,589,,,,
2017,WSM,Animal Body Parts,Skins,5416,,,,
2017,WSM,Animal Body Parts,Skulls,1,,,,
2017,WSM,Arts and Crafts,Trophies,4,,,,
2017,WSM,Arts and Crafts,Carvings,82,,,,
2017,WSM,Arts and Crafts,Skeletons,1,,,,
2017,ZAF,Fashion Products,Leather Products (Small),2785,,,,
2017,ZAF,Agriculture and Farming Product,Live,25302,,,,
2017,ZAF,Marine Animal Products,Shells,5,,,,
2017,ZAF,Other organic materials and biological products,Specimens,326,,,,
2017,ZAF,Furniture Materials,Wood Product,37,,,,
2017,ZAF,Arts and Crafts,Ivory Carvings,4,,,,
2017,ZAF,Agriculture and Farming Product,Bodies,118,,,,
2017,ZAF,Arts and Crafts,Ivory Pieces,50,,,,
2017,ZAF,Animal Body Parts,Bones,13,,,,
2017,ZAF,Fashion Products,Garments,1,,,,
2017,ZAF,Fashion Products,Skin Pieces,5449,,,,
2017,ZAF,Animal Body Parts,Skins,48339,,,,
2017,ZAF,Other organic materials and biological products,Derivatives,1556,,,,
2017,ZAF,Animal Body Parts,Skulls,255,,,,
2017,ZAF,Arts and Crafts,Trophies,1010,,,,
2017,ZAF,Animal Body Parts,Tusks,60,,,,
2017,ZAF,Arts and Crafts,Carvings,1,,,,
2017,ZAF,Animal Body Parts,Hair,500,,,,
2017,ZAF,Furniture Materials,Sawn Wood,145,,,,
2017,ZAF,Furniture Materials,Piano Keys,154,,,,
2017,ZAF,Animal Body Parts,Horns,24,,,,
2017,ZAF,Agriculture and Farming Product,Stems,7,,,,
2017,ZAF,Arts and Crafts,Rug,2,,,,
2017,ZAF,Animal Body Parts,Teeth,70,,,,
2017,ZAF,Arts and Crafts,Skeletons,417,,,,
2017,ZAF,Agriculture and Farming Product,Meat,1296,,,,
2017,ZAF,Agriculture and Farming Product,Seeds,200,,,,
2017,ZAF,Extral Products,Extract,500,,,,
2017,ZAF,Other organic materials and biological products,Medicine,8510,,,,
2017,ZAF,Animal Body Parts,Feet,16,,,,
2017,ZAF,Learal Products,Leaves,6605,,,,
2017,ZAF,Animal Body Parts,Ears,12,,,,
2017,ZMB,Agriculture and Farming Product,Live,27856,,,,
2017,ZMB,Other organic materials and biological products,Specimens,1,,,,
2017,ZMB,Fashion Products,Skin Pieces,57430,,,,
2017,ZMB,Animal Body Parts,Skins,31894,,,,
2017,ZMB,Animal Body Parts,Skulls,10,,,,
2017,ZMB,Arts and Crafts,Trophies,386,,,,
2017,ZMB,Animal Body Parts,Tusks,38,,,,
2017,ZMB,Animal Body Parts,Teeth,301,,,,
2017,ZMB,Animal Body Parts,Tails,1,,,,
2017,ZWE,Fashion Products,Leather Products (Small),25600,,,,
2017,ZWE,Agriculture and Farming Product,Live,432656,,,,
2017,ZWE,Other organic materials and biological products,Specimens,25,,,,
2017,ZWE,Fashion Products,Jewellery,1,,,,
2017,ZWE,Arts and Crafts,Ivory Carvings,9,,,,
2017,ZWE,Animal Body Parts,Bones,142,,,,
2017,ZWE,Agriculture and Farming Product,Roots,74000,,,,
2017,ZWE,Fashion Products,Skin Pieces,63262,,,,
2017,ZWE,Animal Body Parts,Skins,162894,,,,
2017,ZWE,Animal Body Parts,Claws,56,,,,
2017,ZWE,Fashion Products,Leather Products (Large),100,,,,
2017,ZWE,Animal Body Parts,Skulls,200,,,,
2017,ZWE,Arts and Crafts,Trophies,709,,,,
2017,ZWE,Animal Body Parts,Tusks,216,,,,
2017,ZWE,Other organic materials and biological products,Unspecified,2,,,,
2017,ZWE,Fashion Products,Fur Product (Small),1,,,,
2017,ZWE,Agriculture and Farming Product,Stems,4299125,,,,
2017,ZWE,Animal Body Parts,Teeth,272,,,,
2017,ZWE,Arts and Crafts,Skeletons,5,,,,
2017,ZWE,Animal Body Parts,Tails,106,,,,
2017,ZWE,Animal Body Parts,Feet,93,,,,
2017,ZWE,Animal Body Parts,Ears,234,,,,
2017,ZWE,Furniture Materials,Trunk,68,,,,
2018,ABW,Fashion Products,Leather Products (Small),2,,,,
2018,AFG,Fashion Products,Leather Products (Small),2,,,,
2018,AGO,Agriculture and Farming Product,Live,340,,,,
2018,AGO,Agriculture and Farming Product,Bodies,7,,,,
2018,AGO,Arts and Crafts,Ivory Pieces,70,,,,
2018,ALB,Fashion Products,Leather Products (Small),4,,,,
2018,ALB,Agriculture and Farming Product,Live,13,,,,
2018,ALB,Other organic materials and biological products,Specimens,1,,,,
2018,ARE,Fashion Products,Leather Products (Small),27365,,,,
2018,ARE,Agriculture and Farming Product,Live,62325,,,,
2018,ARE,Marine Animal Products,Raw Corals,113,,,,
2018,ARE,Other organic materials and biological products,Specimens,1027,,,,
2018,ARE,Fashion Products,Jewellery,87,,,,
2018,ARE,Furniture Materials,Wood Product,28766,,,,
2018,ARE,Arts and Crafts,Ivory Carvings,7,,,,
2018,ARE,Agriculture and Farming Product,Bodies,12,,,,
2018,ARE,Arts and Crafts,Ivory Pieces,5,,,,
2018,ARE,Fashion Products,Garments,206,,,,
2018,ARE,Fashion Products,Skin Pieces,22,,,,
2018,ARE,Animal Body Parts,Skins,78,,,,
2018,ARE,Marine Animal Products,Caviar,3,,,,
2018,ARE,Other organic materials and biological products,Chips,124,,,,
2018,ARE,Animal Body Parts,Claws,1,,,,
2018,ARE,Other organic materials and biological products,Derivatives,17708,,,,
2018,ARE,Fashion Products,Feathers,1297,,,,
2018,ARE,Fashion Products,Leather Products (Large),29,,,,
2018,ARE,Textile Products,Powder,495,,,,
2018,ARE,Animal Body Parts,Skulls,4,,,,
2018,ARE,Arts and Crafts,Trophies,5,,,,
2018,ARE,Arts and Crafts,Carvings,12,,,,
2018,ARE,Agriculture and Farming Product,Eggs,2,,,,
2018,ARE,Other organic materials and biological products,Unspecified,11,,,,
2018,ARG,Fashion Products,Leather Products (Small),48451,,,,
2018,ARG,Agriculture and Farming Product,Live,1769,,,,
2018,ARG,Marine Animal Products,Raw Corals,1,,,,
2018,ARG,Other organic materials and biological products,Specimens,65,,,,
2018,ARG,Fashion Products,Jewellery,203,,,,
2018,ARG,Furniture Materials,Wood Product,47,,,,
2018,ARG,Arts and Crafts,Ivory Carvings,412,,,,
2018,ARG,Agriculture and Farming Product,Bodies,2,,,,
2018,ARG,Fashion Products,Garments,37,,,,
2018,ARG,Fashion Products,Skin Pieces,268158,,,,
2018,ARG,Animal Body Parts,Skins,104937,,,,
2018,ARG,Fashion Products,Feathers,520,,,,
2018,ARG,Fashion Products,Leather Products (Large),359300,,,,
2018,ARG,Animal Body Parts,Skulls,2,,,,
2018,ARG,Arts and Crafts,Trophies,356,,,,
2018,ARG,Arts and Crafts,Carvings,190,,,,
2018,ARG,Fashion Products,Fur Product (Small),15,,,,
2018,ARG,Animal Body Parts,Horns,1,,,,
2018,ARG,Fashion Products,Jewellery - Ivory,5,,,,
2018,ARG,Arts and Crafts,Plates,84,,,,
2018,ARG,Arts and Crafts,Rug,7,,,,
2018,ARG,Fashion Products,Fur Products (Large),2,,,,
